1748736000000000,104591.88000000,104647.11000000,103924.52000000,104381.03000000,1332.51766000,1748750399999999,138928610.31488290,305349,603.15210000,62889303.52038060,0
1748750400000000,104381.03000000,104729.99000000,104195.12000000,104275.95000000,935.26236000,1748764799999999,97690941.73881290,193292,454.99038000,47525618.87349980,0
1748764800000000,104275.95000000,104459.07000000,103752.49000000,104082.68000000,1515.57248000,1748779199999999,157662588.37059880,336262,694.01653000,72204780.67721510,0
1748779200000000,104082.67000000,104809.53000000,103783.01000000,104715.10000000,1868.98228000,1748793599999999,195212691.25707250,333719,924.48227000,96545032.10141990,0
1748793600000000,104715.10000000,105299.21000000,104319.79000000,105121.94000000,2430.98984000,1748807999999999,255216587.43923960,422759,1161.40361000,121925344.16638550,0
1748808000000000,105121.95000000,105866.91000000,104893.72000000,105642.93000000,1626.37544000,1748822399999999,171477067.82999290,347978,802.30581000,84593387.59588340,0
1748822400000000,105642.93000000,105735.42000000,104571.42000000,104829.27000000,1887.57513000,1748836799999999,198614469.62498650,367795,893.26044000,93988501.86600940,0
1748836800000000,104829.27000000,105438.87000000,104610.13000000,105387.67000000,1324.62784000,1748851199999999,139114371.42552750,277046,637.37808000,66950551.64381230,0
1748851200000000,105387.67000000,105935.63000000,103941.00000000,104047.64000000,3133.90977000,1748865599999999,328296593.17078700,571501,1394.88637000,146139956.12780830,0
1748865600000000,104047.63000000,104679.25000000,103659.88000000,104438.79000000,3457.54510000,1748879999999999,360107642.30067380,822524,1816.32337000,189221115.81676570,0
1748880000000000,104438.79000000,104731.95000000,104030.01000000,104425.63000000,1581.04916000,1748894399999999,164915085.03091530,490229,721.79973000,75287139.93581600,0
1748894400000000,104425.64000000,105931.44000000,104425.64000000,105857.99000000,2069.28113000,1748908799999999,217956045.43348320,468561,1031.00698000,108590561.22420550,0
1748908800000000,105858.00000000,106500.00000000,105340.18000000,105482.02000000,2370.68744000,1748923199999999,251326270.60196520,468486,1142.62296000,121137425.16179790,0
1748923200000000,105482.03000000,105513.02000000,105116.20000000,105170.75000000,1808.44990000,1748937599999999,190456141.20940970,222536,838.66496000,88329549.57111560,0
1748937600000000,105170.76000000,105349.94000000,104872.50000000,105287.24000000,1581.41246000,1748951999999999,166292074.74878010,205403,793.04221000,83403834.13781870,0
1748952000000000,105287.24000000,106794.67000000,105031.60000000,106610.66000000,3944.17196000,1748966399999999,417996489.85554700,720032,1974.04528000,209186873.61551670,0
1748966400000000,106610.66000000,106666.67000000,105592.17000000,106238.81000000,2007.43502000,1748980799999999,212976095.05268250,476122,866.43957000,91931171.64759640,0
