1751328000000000,107146.51000000,107540.00000000,107026.93000000,107192.38000000,973.46000000,1751342399999999,104408384.42114990,229316,428.82279000,45990264.39715030,0
1751342400000000,107192.39000000,107203.11000000,106615.97000000,107178.99000000,1267.97836000,1751356799999999,135558637.96495430,217668,561.02003000,59977395.89909550,0
1751356800000000,107178.99000000,107178.99000000,106301.86000000,106605.80000000,1434.81634000,1751371199999999,152936770.88797680,261927,624.47379000,66554371.16207100,0
1751371200000000,106605.79000000,107179.99000000,105623.39000000,105955.18000000,3974.69567000,1751385599999999,422558903.89205950,651087,1777.52682000,189036901.26781550,0
1751385600000000,105955.19000000,106287.95000000,105387.68000000,105398.53000000,1690.90273000,1751399999999999,179006382.37400850,401818,732.10060000,77522695.65930550,0
1751400000000000,105398.52000000,106100.00000000,105250.85000000,105681.14000000,1163.77127000,1751414399999999,122963866.35248760,251473,524.97324000,55467647.79834070,0
1751414400000000,105681.13000000,106216.08000000,105100.19000000,106194.70000000,1453.64233000,1751428799999999,153659545.16799640,278146,660.18040000,69811274.35029630,0
1751428800000000,106194.70000000,107186.78000000,106131.55000000,107080.00000000,1903.51108000,1751443199999999,203133552.79175810,227442,931.22914000,99363444.75634150,0
1751443200000000,107080.00000000,107860.23000000,107080.00000000,107479.99000000,2147.68080000,1751457599999999,231148508.86028080,251471,984.42993000,105944651.95856320,0
1751457600000000,107479.98000000,108759.20000000,107186.10000000,108737.74000000,3227.14121000,1751471999999999,348553235.48541150,567794,1759.59956000,190145339.28820830,0
1751472000000000,108737.75000000,109730.00000000,108650.97000000,109676.14000000,5656.10907000,1751486399999999,618402032.26598860,797725,3457.76322000,378067654.66991230,0
1751486400000000,109676.14000000,109676.14000000,108720.00000000,108849.60000000,3303.81143000,1751500799999999,360802131.30585430,322130,1455.22804000,158929373.18555360,0
1751500800000000,108849.59000000,109115.03000000,108530.40000000,108628.21000000,1439.99562000,1751515199999999,156735199.72887730,291274,704.80511000,76724063.58327510,0
1751515200000000,108628.20000000,109548.00000000,108566.14000000,109280.00000000,1560.58968000,1751529599999999,170410389.42009610,253465,827.35439000,90337396.43451380,0
1751529600000000,109279.99000000,110273.21000000,109279.99000000,109599.19000000,3249.54880000,1751543999999999,356863247.05121300,398776,2028.27393000,222780401.58549120,0
1751544000000000,109599.18000000,110529.18000000,108749.99000000,109127.84000000,4201.72590000,1751558399999999,461047557.45253790,1024223,2152.70217000,236318361.31644960,0
1751558400000000,109127.85000000,109910.10000000,109020.80000000,109803.41000000,1688.44383000,1751572799999999,184886197.64769670,409043,898.70790000,98436336.22757060,0
1751572800000000,109803.41000000,110000.00000000,109510.00000000,109584.78000000,906.77842000,1751587199999999,99516457.33790510,192163,350.05336000,38425588.76437670,0
1751587200000000,109584.77000000,109767.59000000,109103.71000000,109235.57000000,1002.72236000,1751601599999999,109696511.74335660,243872,440.34578000,48177788.83973200,0
1751601600000000,109235.58000000,109329.60000000,108700.00000000,108700.00000000,1609.06105000,1751615999999999,175331785.06255710,266587,602.65785000,65679935.08230490,0
1751616000000000,108700.00000000,109111.00000000,108518.83000000,108888.00000000,1086.39121000,1751630399999999,118286241.00178680,214025,508.73831000,55389545.45146210,0
1751630400000000,108888.00000000,108978.64000000,107505.00000000,107573.29000000,3616.08946000,1751644799999999,390584703.44582930,627971,1611.09807000,174018911.53787120,0
1751644800000000,107573.29000000,107922.50000000,107245.00000000,107469.23000000,3431.70312000,1751659199999999,369211260.11692200,450795,1028.28640000,110643824.99617490,0
1751659200000000,107469.22000000,108279.33000000,107440.63000000,107984.24000000,1047.89895000,1751673599999999,113104610.29791340,171962,596.67181000,64403221.05921090,0
1751673600000000,107984.25000000,108259.99000000,107756.31000000,108154.72000000,766.63785000,1751687999999999,82824719.45822160,146244,436.76307000,47195931.15543050,0
1751688000000000,108154.72000000,108420.56000000,108000.00000000,108053.46000000,660.13042000,1751702399999999,71391425.60862050,133005,241.61303000,26133771.68852270,0
1751702400000000,108053.46000000,108219.19000000,107870.42000000,108112.21000000,675.37974000,1751716799999999,72993635.39130500,114990,260.45259000,28152891.60560830,0
1751716800000000,108112.20000000,108232.29000000,107971.00000000,108058.00000000,564.47080000,1751731199999999,61036349.79563260,115622,287.59907000,31098920.29486070,0
1751731200000000,108058.00000000,108167.23000000,107864.75000000,108141.78000000,586.19610000,1751745599999999,63319613.83398290,113054,303.71947000,32807203.42599600,0
1751745600000000,108141.78000000,108250.00000000,107993.39000000,108198.12000000,484.16079000,1751759999999999,52362958.10898500,87105,273.53805000,29588089.19288290,0
1751760000000000,108198.12000000,108268.35000000,108025.97000000,108050.49000000,397.25464000,1751774399999999,42964165.07796160,76009,193.10968000,20887137.26292700,0
1751774400000000,108050.49000000,108218.00000000,107930.45000000,108040.31000000,497.89684000,1751788799999999,53800914.59920560,71517,236.68469000,25576783.94835300,0
1751788800000000,108040.31000000,108111.00000000,107800.01000000,108076.01000000,740.99603000,1751803199999999,80007500.67398270,89136,387.09387000,41797315.52804610,0
1751803200000000,108076.00000000,109127.03000000,108045.76000000,108905.99000000,2193.35606000,1751817599999999,238471695.56923850,349421,1061.54877000,115402701.66511220,0
1751817600000000,108906.00000000,108966.62000000,108266.67000000,108538.46000000,922.00834000,1751831999999999,100170930.28655010,217171,482.49821000,52423824.88145070,0
1751832000000000,108538.45000000,109700.00000000,108536.86000000,109203.84000000,1696.09509000,1751846399999999,185318093.30428140,453337,848.42380000,92692880.94728500,0
1751846400000000,109203.85000000,109700.00000000,108679.75000000,109389.47000000,1313.66179000,1751860799999999,143512006.16837440,302304,663.10006000,72450310.89074110,0
1751860800000000,109389.46000000,109447.54000000,108654.94000000,109061.08000000,1068.89272000,1751875199999999,116530792.49793170,171343,553.67363000,60349971.39399490,0
1751875200000000,109061.07000000,109087.86000000,108572.52000000,108642.01000000,1793.43934000,1751889599999999,195094169.81579340,215319,613.55730000,66755976.94983230,0
1751889600000000,108642.01000000,108660.00000000,107970.00000000,108292.59000000,2516.39623000,1751903999999999,272627274.04857640,542533,917.70866000,99403939.95983690,0
1751904000000000,108292.59000000,108493.56000000,107513.20000000,108056.68000000,1826.11433000,1751918399999999,197272803.91452030,527560,744.57614000,80438510.10014240,0
1751918400000000,108056.67000000,108300.00000000,107800.01000000,108262.94000000,886.87160000,1751932799999999,95811269.60850800,202881,428.30650000,46265392.50769110,0
1751932800000000,108262.94000000,108525.00000000,107429.57000000,107901.52000000,2011.55999000,1751947199999999,217015425.04383970,367410,761.90914000,82256206.37431040,0
1751947200000000,107901.52000000,108499.00000000,107750.00000000,108484.61000000,1010.06569000,1751961599999999,109318428.74606850,178868,501.95486000,54335837.79258970,0
1751961600000000,108484.61000000,109005.00000000,108229.15000000,108756.37000000,1314.23794000,1751975999999999,142839081.78838140,198105,618.57998000,67221448.14679980,0
1751976000000000,108756.37000000,109216.56000000,108217.07000000,108268.35000000,1848.45054000,1751990399999999,200911170.20029170,435650,927.66571000,100833301.18690410,0
1751990400000000,108268.35000000,109147.56000000,108096.55000000,108771.88000000,2426.90745000,1752004799999999,264207724.56502270,402396,1265.25230000,137752289.71688520,0
1752004800000000,108771.87000000,108974.00000000,108624.00000000,108922.98000000,604.79919000,1752019199999999,65820983.09629030,140815,296.62667000,32275275.78000070,0
1752019200000000,108922.99000000,109136.00000000,108348.00000000,108376.41000000,994.80226000,1752033599999999,108129357.01247230,179569,416.09357000,45234379.17678870,0
1752033600000000,108376.41000000,108942.20000000,108324.53000000,108714.39000000,1001.59915000,1752047999999999,108855052.31462690,175567,481.06080000,52272153.53616620,0
1752048000000000,108714.39000000,109117.00000000,108553.18000000,109058.27000000,1275.99616000,1752062399999999,138906971.65909840,161421,739.47097000,80490998.73564210,0
1752062400000000,109058.27000000,109769.39000000,108503.00000000,109071.32000000,4108.39131000,1752076799999999,448787915.99688690,585403,2058.33347000,224870102.05839090,0
1752076800000000,109071.32000000,111999.79000000,109047.49000000,111750.00000000,6338.57455000,1752091199999999,701110536.73209270,620663,3647.11819000,403300993.20691140,0
1752091200000000,111749.99000000,111952.33000000,110559.40000000,111233.99000000,3562.92307000,1752105599999999,396264910.47974680,605861,1593.62627000,177236882.03431450,0
1752105600000000,111234.00000000,111581.00000000,110880.00000000,111074.51000000,1687.73466000,1752119999999999,187676577.26531820,251716,853.18602000,94893770.16617240,0
1752120000000000,111074.52000000,111432.46000000,110898.00000000,111230.00000000,1667.11413000,1752134399999999,185317856.66679290,229139,735.43928000,81742525.27866190,0
1752134400000000,111229.99000000,111398.96000000,110870.33000000,111019.99000000,1407.79297000,1752148799999999,156429497.48280120,214415,644.67007000,71629181.21056960,0
1752148800000000,111019.99000000,111408.41000000,110500.00000000,111408.40000000,2221.21737000,1752163199999999,246563312.58575770,514879,1127.41131000,125154727.06342010,0
1752163200000000,111408.40000000,113788.23000000,111322.32000000,113301.81000000,7461.03769100,1752177599999999,842928067.82746394,888088,3928.98803300,443669386.05900934,0
1752177600000000,113301.80000000,116868.00000000,113270.98000000,116010.00000000,10438.55384400,1752191999999999,1207544968.61708940,1128780,5610.44075400,648687871.16324220,0
1752192000000000,116010.01000000,116950.00000000,115222.22000000,116881.70000000,4456.67130100,1752206399999999,517817095.40634845,584612,2592.16106100,301442246.88402145,0
