date,spot_volume,spot_return,spot_log_return,spot_z30d_return,spot_z30d_logreturn,spot_z30d_price,spot_z30d_volume,spot_z30d_vol_change,spot_z7d_price,spot_z7d_vol_change,ema200,above_ema200,open,high,low,close,prep_volume,quote_volume,taker_buy_volume,taker_buy_quote_volume,prep_normal_return,Z_prep_30d_return,prep_log_return,Z_prep30d_logreturn,prep_7d_rolling_mean,prep_7d_rolling_volatility,z_prep_7d,prep_30d_rolling_mean,prep_30d_rolling_volatility,z_prep_30d,z_prep_volume,prep_volume_change_%,z_prep_30d_volume_change,z_prep_7d_volume_change,taker_sell_volume,buy_share,sell_share,OFI,z_prep_OFI,prep_average_trade_volume_inU,prep_average_trade_volume_inbtc,z_prep_30d_average_trade_inU,funding_mean,funding_first,funding_last,funding_std,z30_funding,z7_funding,funding_sign,sign_changed,funding_streak,daily_funding_sum,cumfund_7d,funding_extreme_pos,funding_extreme_neg
2025-05-02,14905.74811,,,,,,,,,,96887.14,False,96423.2,97865.4,96283.1,96831.2,139197.526,13503167893.5523,68734.402,6668888338.8506,0.0,,0.0,,,,,,,,,0.0,,,70463.12400000001,0.4937903996943164,0.5062096003056836,-0.0124192006113672,,6027.53530907632,0.0621349011961627,,-0.00010101,-0.00012232,-8.689e-05,1.877746788041455e-05,,,-1,0,2,-0.00030303,,False,False
2025-05-03,9723.34838,-1.0638357164841517,-0.0106953490468046,,,,,,,,96876.884079602,False,96831.2,96868.4,95700.0,95803.3,71420.629,6871382895.5311,34360.578,3306264200.8317,0.0,,0.0,,,,,,,,,0.0,,,37060.051,0.4811015876099327,0.5188984123900673,-0.0377968247801345,,5692.358776340377,0.0591659423555492,,-1.4126666666666666e-05,-5.953e-05,-1.483e-05,4.575905411318435e-05,,,-1,0,3,-4.238e-05,,False,False
2025-05-04,11036.38342,-1.6470466975503584,-0.0166076131092112,,,,,,,,96851.02075542686,False,95803.3,96266.6,94116.4,94230.2,94260.877,8988011491.011,46059.52,4393531982.4587,0.0,,0.0,,95736.1,0.7370040209796193,-1.3545946401204678,,,,,0.0,,0.2357520089829049,48201.357,0.4886387806470334,0.5113612193529666,-0.0227224387059331,,5798.043769762866,0.0608064076429833,,2.448e-05,3.7e-06,3.745e-05,1.818000825082321e-05,,,1,1,1,7.344e-05,,False,False
2025-05-05,17251.18189,0.4837415284772772,0.00482575258787,,,,,,,,96829.95268820868,False,94230.2,95165.1,93445.1,94696.7,154902.375,14600852881.6568,78619.623,7411253704.9874,0.0,,0.0,,95184.51428571428,0.7495973915201322,-0.4972383111682694,,,,,0.0,,-0.1962773564456552,76282.752,0.5075430444497704,0.4924569555502296,0.0150860888995407,,6175.944444134781,0.0655214096065857,,-3.383333333333334e-06,-2.404e-05,-2.247e-05,3.4427687016895766e-05,,,-1,1,1,-1.0150000000000004e-05,,False,False
2025-05-06,16122.64513,2.2170995574119168,0.0219287924377574,,,,,,,,96829.99315897278,True,94696.7,96879.5,93327.0,96798.9,173683.066,16444015298.9578,87234.117,8263124302.7006,0.0,,0.0,,95322.12857142856,1.1332036291955765,1.2985337691451413,,,,,0.0,,-0.6299151614091716,86448.949,0.502260347016214,0.497739652983786,0.004520694032428,,6431.387244306366,0.0679288504003773,,2.391666666666667e-05,1.978e-05,7.57e-06,1.876023009809137e-05,,,1,1,1,7.175000000000001e-05,,False,False
2025-05-07,16644.83854,0.2029038967916507,0.0020269832486365,,,,,,,,96831.98825191832,True,96798.9,97700.0,95718.5,96988.4,185267.142,17927424779.6889,92439.664,8946083419.8699,0.0,,0.0,,95885.45714285714,0.8166128585202999,0.8688862048530217,,,,,0.0,,-0.5030900584093525,92827.478,0.4989533654057232,0.5010466345942768,-0.0020932691885535,,6544.5563882618035,0.0676333200452088,,8.376666666666667e-06,1.218e-05,1.32e-05,7.488299762518414e-06,,0.4151280885273593,1,0,2,2.513e-05,-0.00017278,False,False
2025-05-08,34962.02847,6.421795208723036,0.062240212129403,,,,,,2.1104862920095435,,96895.96448821764,True,96988.4,104305.3,96831.5,103228.1,317422.469,31823810370.5613,167054.489,16750638859.9604,0.0,,0.0,,98389.64285714286,2.4210506821638,1.4221834494149048,,,,,0.0,,-0.491373970865502,150367.97999999998,0.5262843853690774,0.4737156146309226,0.0525687707381548,,7157.868184715057,0.0713952278345205,,4.2180000000000006e-05,2.318e-05,5.728e-05,1.7381311803198283e-05,,1.0287160046723396,1,0,3,0.00012654,-5.869999999999999e-05,False,False
2025-05-09,27617.39907,-0.2804624371499198,-0.002808564699583,,,,,,1.3709870514196227,-0.763139313727054,96956.42245350902,True,103228.0,104373.0,102240.0,102941.9,172883.922,17811570329.7221,84963.515,8754550700.1199,-0.2772500898495789,,-0.002776351397767,,99567.52857142856,2.447304093755989,1.0111465084543283,,,,,-45.535071116846495,,-1.5121767432190798,87920.40699999999,0.4914483314417173,0.5085516685582827,-0.0171033371165654,,5599.747461306547,0.054352664329924,,8.126e-05,0.0001,4.378e-05,3.245863213384076e-05,,1.9729471919034287,1,0,4,0.00024378,0.00048811,False,False
2025-05-10,15324.78611,1.7845046988020696,0.0176876933678977,,,,,,1.287850031352327,-1.1626772853871157,97034.56282710595,True,102941.9,105000.1,102784.0,104788.8,104384.537,10820371034.8627,53276.115,5524151294.8332,0.0,,0.0,,102700.85714285714,2.4377364464193487,0.7889489362049805,,,,,0.0,,0.0518508304887548,51108.422,0.5103832093445028,0.4896167906554972,0.0207664186890055,,5466.620170764234,0.0527366957788731,,7.971333333333333e-05,9.657e-05,4.257e-05,3.2212755755031794e-05,,1.403815153402336,1,0,5,0.00023914,0.00076963,False,False
2025-05-11,17987.12197,-0.6597968715249425,-0.0066198315306769,,,,,,0.8596347278774484,0.0184303911682313,97105.0447890253,True,104788.8,104950.0,103283.3,104072.7,139136.421,14486322662.4281,67115.638,6988278773.1364,0.0,,0.0,,103833.55714285714,0.7813968355829981,0.2967709254957049,,,,,0.0,,0.2746223591710844,72020.783,0.4823728935790292,0.5176271064209708,-0.0352542128419415,,5674.891012642706,0.0545054837907239,,8.05e-05,0.0001,0.0001,3.377499074759311e-05,,1.0661550814624512,1,0,6,0.0002415,0.00093769,False,False
2025-05-12,31272.77792,-1.274208110028996,-0.0128239576779249,,,,,,0.3320078970228734,1.0076164894614312,97161.62464187085,True,104072.7,105863.1,100678.0,102739.3,256542.699,26551603069.1406,125366.635,12980428383.5514,0.0,,0.0,,103734.78571428572,0.9419160882346174,-1.0839171912534251,,,,,0.0,,-0.2890559724248066,131176.064,0.4886774618364797,0.5113225381635202,-0.0226450763270406,,6364.844178398711,0.0614973905714422,,5.585e-05,4.454e-05,2.301e-05,3.9721557119528944e-05,,0.1000960282742054,1,0,7,0.00016755,0.00111539,False,False
2025-05-13,21253.42409,1.2767615008738131,0.0126867961942682,,,,,,0.5269972570637914,-0.8259614317402542,97230.7002175736,True,102739.3,104949.2,101400.0,104082.0,162368.328,16783134050.1225,80743.479,8346771098.0106,1.3069000859456947,,0.0129843383065803,,103897.65714285712,1.0685567083176462,0.2160750264182237,,,,,-36.709043510920566,,-0.9997440335564478,81624.849,0.4972858930960969,0.5027141069039031,-0.0054282138078061,,5576.912984211943,0.0539538106496488,,8.034333333333333e-05,6.847e-05,7.256e-05,1.7145565996295763e-05,,0.7425451129739393,1,0,8,0.00024103,0.00128467,False,False
2025-05-14,16452.9081,-0.5724099004339123,-0.0057405444459628,,,,,,-0.1993804176994266,-0.5792861956052987,97293.15912088136,True,104082.0,104319.0,102536.0,103458.1,126264.097,13068576865.3795,61671.893,6383482493.223,-0.5994312176937355,,-0.0060123501859358,,103606.58571428571,0.8113840176005511,-0.2341442382986339,,,,,-22.236005903811495,,-0.7665273260134579,64592.204,0.4884357031437052,0.5115642968562948,-0.0231285937125895,,5709.232911558196,0.0551606456897587,,6.879333333333332e-05,9.921e-05,3.175e-05,3.421472538737281e-05,,-0.0712374827812784,1,0,9,0.0002063799999999,0.00146592,False,False
2025-05-15,17998.98604,0.2472180362797615,0.002469129551993,,,,,,0.0569104641196294,0.3022498392947998,97357.54271171836,True,103458.1,104162.8,101270.8,103714.5,176344.106,18109801387.1545,87513.73,8988229367.1175,0.0,,0.0,,103606.92857142857,0.5771127036719347,0.2336662053628344,100053.16,,0.9199989905323418,0.2056518379716427,0.0,,0.1163676907721855,88830.376,0.496266827313185,0.503733172686815,-0.0074663453736298,-0.163554585729209,5560.953567264785,0.0541497592581219,-0.941581509613962,3.251e-05,2.978e-05,1.439e-05,1.9627911249035133e-05,,-2.1099109649773817,1,0,10,9.753e-05,0.00143691,False,False
2025-05-16,15683.88024,-0.2889353127408567,-0.0028935353660749,,,,,,-0.5187711400124893,-0.2822840539617324,97418.30248573112,True,103714.2,104524.2,103062.3,103412.2,115513.049,11990203384.412,57430.06,5961446585.3613,0.0,-0.1739196065361529,0.0,-0.1709797871731002,103607.37142857142,0.2728296715583962,-0.787035917259229,100519.08666666668,1.3952408743245093,0.7352529734786688,-0.7134549713925137,0.0,-0.0958907108525027,0.1053239507280201,58082.989,0.4971737868333819,0.5028262131666181,-0.0056524263332361,0.0407239828259118,5204.456303888214,0.0501394844420214,-1.4420413519278723,5.6023333333333336e-05,4.504e-05,4.768e-05,1.6789354762269255e-05,,-0.5302344450510957,1,0,11,0.00016807,0.0013612,False,False
2025-05-17,11250.89622,-0.325959102643536,-0.003264915065874,,,,,,-0.8718406067575692,-0.776657751612974,97475.10196348504,True,103412.2,103658.0,102541.6,103079.6,90372.669,9316018419.6171,44461.16,4583342965.4596,0.0,-0.1557607732723777,0.0,-0.1524349795861652,103410.1,0.1961117927465732,-1.2703835181858207,100935.64666666668,1.398541312495407,0.5569600502955212,-1.0312007839149049,0.0,-0.0990591415514685,0.1027078000501383,45911.50899999999,0.4919757321762845,0.5080242678237155,-0.016048535647431,-0.4014730609656854,4903.750877534433,0.0475702209841802,-1.6824034021389516,2.2526666666666666e-05,2.821e-05,5.97e-06,1.4571425233426325e-05,,-1.64123985332763,1,0,12,6.758e-05,0.00118964,False,False
2025-05-18,21599.98726,3.22672170578604,0.0317575648000751,,,,,,2.1250739511748673,1.5810895775552096,97564.44681956976,True,103079.5,106629.8,103052.2,106407.6,173224.284,18124062039.3125,89890.052,9409858684.5056,0.0,-0.2437845551374021,0.0,-0.2416511812649293,104216.1857142857,1.2672041931669893,1.4485110099142582,101642.6,1.480165846861392,1.2492366488146975,0.1746813670306307,0.0,-0.2290173668379461,-0.1246292791944025,83334.23200000002,0.5189229242246427,0.4810770757753573,0.0378458484492854,1.6558090580740528,5515.0928255084955,0.0527115832984913,-0.5776640029972417,7.548333333333333e-05,6.742e-05,0.0001,2.164250986677223e-05,,0.9761124013775472,1,0,13,0.00022645,0.00117459,False,False
2025-05-19,30260.03524,-0.8271345834351629,-0.0083057432217508,,,,,,1.0357724132116293,0.7394633513754384,97644.14127907656,True,106407.5,107114.3,102038.8,105531.6,257825.604,26840364600.388,126416.817,13162993464.0348,-0.8232494671433277,-0.8359052681847919,-0.0082665687945785,-0.8504062723028532,104475.77142857145,1.3435621197991905,0.673636138009518,102019.31333333334,1.4491870211234266,0.9730400923887969,1.481288291721407,48.83918007708432,1.1633618332384597,0.8428463776591771,131408.787,0.4903190956938473,0.5096809043061526,-0.0193618086123052,-0.7420408994081631,6023.531986088613,0.0578613888316616,0.2973676452982801,4.713333333333333e-05,5.99e-05,2.11e-05,2.254691405344273e-05,,-0.372776182611729,1,0,14,0.0001414,0.00114844,False,False
2025-05-20,23705.48275,1.2088706907607882,0.012016222070838,,,,,,1.3853053915779578,-0.6734178063829933,97735.74176386186,True,105531.5,107292.5,104115.2,106800.1,226187.246,23924084086.0768,116062.335,12276681726.7015,0.0,-0.2826213422068718,0.0,-0.2815925878342161,105794.0285714286,1.3346204714949657,0.7684952027618935,103202.92,1.4567139286635409,1.2886921782592475,0.7684297686203192,0.0,-0.1755544450376885,-0.4841681609350209,110124.911,0.5131250194363302,0.4868749805636698,0.0262500388726603,1.1072548074503186,6071.783560121791,0.0574049145133745,0.3823225084179139,5.583666666666667e-05,8.378e-05,1.266e-05,3.792828012622419e-05,,0.2664466420483417,1,0,15,0.00016751,0.00107492,False,False
2025-05-21,45531.040345,2.614880918566298,0.02581277442421,,,,,,1.7524917075829414,1.3145762266238734,97854.23179606225,True,106800.0,110830.0,106037.9,109609.5,413589.854,44576303267.8202,209506.079,22586385067.0068,0.0,-0.2881837836532608,0.0,-0.2871106918289697,107184.28571428572,1.136407319944834,1.395380481788282,104056.96,1.4760888080178634,2.0927942509167035,2.547423258639556,0.0,-0.2269852439508921,-0.4869977112396771,204083.775,0.5065551704757245,0.4934448295242755,0.013110340951449,0.5412858772686638,7201.629930863175,0.0668184854578988,1.9890581466866533,7.011e-05,8.767e-05,5.119e-05,1.8277986760034595e-05,,1.0616876162261446,1,0,16,0.00021033,0.00107887,False,False
2025-05-22,31630.77313,1.8717122570968137,0.0185441127291967,,,,,,1.608088837461821,-0.8872108884018626,97991.96292246958,True,109609.6,111959.5,109153.4,111662.7,246067.033,27295716075.3018,124614.99,13824511909.0629,0.0,-0.3211468960955796,0.0,-0.32036256475433,108810.8857142857,1.0971609858224547,1.1581281333852944,105035.24666666666,1.4986884524445916,2.58112049380199,0.5466589051037751,0.0,-0.1781502241202212,-0.1139792677478461,121452.043,0.5064270027590408,0.4935729972409591,0.0128540055180816,0.4862975198973014,5917.9295173034025,0.0533493004473182,0.0869583661680658,0.0001,0.0001,0.0001,0.0,,1.7341029098352263,1,0,17,0.0003,0.00128134,False,False
2025-05-23,31737.72309,-3.919479452346686,-0.0399835903745315,,,,,,0.0291141536049034,-0.3717449015526154,98084.76229637535,True,111662.6,111770.4,106721.9,107271.5,279480.347,30543709259.4438,136446.687,14911670323.1349,0.0,-0.1082598148978445,0.0,-0.1020592466623156,109126.78571428572,2.075528526313891,-0.8977413389576497,105304.80666666666,1.2540716570561736,0.7633747833598638,0.9955966558111828,0.0,-0.1336917808124782,-0.2155581056115039,143033.66,0.4882156776483464,0.5117843223516536,-0.0235686447033072,-0.9091966780434024,6178.73205713921,0.05653649216869,0.7172193633885469,8.398666666666666e-05,9.321e-05,8.614e-05,1.0467455915041312e-05,,0.8009846275381924,1,0,18,0.0002519599999999,0.00136523,False,False
