,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,prep_normal_return,Z_prep_30d_return,prep_log_return,Z_prep30d_logreturn,prep_7d_rolling_mean,prep_7d_rolling_volatility,z_prep_7d,prep_30d_rolling_mean,prep_30d_rolling_volatility,z_prep_30d,intraday,z_intraday_30,z_prep_volume,prep_volume_change_%,z_prep_30d_volume_change,z_prep_7d_volume_change,taker_sell_volume,buy_share,sell_share,OFI,z_prep_OFI,prep_average_trade_volume_inU,prep_average_trade_volume_inbtc,z_prep_30d_average_trade_inU
0,2025-05-01,94125.2,97388.0,94086.7,96423.3,184526.755,2025-05-01 23:59:59.999,17724494702.1216,2825368,96525.42,9270272677.558,,,,,,,,,,,0.03423757535782329,,,,,,88001.335,0.5230971519550105,0.4769028480449895,0.046194303910020995,,6273.340216963455,0.06531069757992587,
1,2025-05-01,94125.2,97388.0,94086.7,96423.3,184526.755,2025-05-01 23:59:59.999,17724494702.1216,2825368,96525.42,9270272677.558,0.0,,0.0,,,,,,,,0.03423757535782329,,,0.0,,,88001.335,0.5230971519550105,0.4769028480449895,0.046194303910020995,,6273.340216963455,0.06531069757992587,
2,2025-05-02,96423.2,97865.4,96283.1,96831.2,139197.526,2025-05-02 23:59:59.999,13503167893.5523,2240247,68734.402,6668888338.8506,0.4230305330765516,,0.00422138274383033,,,,,,,,0.016340807508323642,,,-24.56512552881559,,,70463.12400000001,0.4937903996943164,0.5062096003056836,-0.012419200611367254,,6027.53530907632,0.06213490119616275,
3,2025-05-02,96423.2,97865.4,96283.1,96831.2,139197.526,2025-05-02 23:59:59.999,13503167893.5523,2240247,68734.402,6668888338.8506,0.0,,0.0,,,,,,,,0.016340807508323642,,,0.0,,,70463.12400000001,0.4937903996943164,0.5062096003056836,-0.012419200611367254,,6027.53530907632,0.06213490119616275,
4,2025-05-03,96831.2,96868.4,95700.0,95803.3,71420.629,2025-05-03 23:59:59.999,6871382895.5311,1207124,34360.578,3306264200.8317,-1.0615380166723032,,-0.010672125252472818,,,,,,,,0.012195822064584354,,,-48.69116495648063,,,37060.051,0.4811015876099327,0.5188984123900673,-0.037796824780134575,,5692.358776340377,0.05916594235554922,
5,2025-05-03,96831.2,96868.4,95700.0,95803.3,71420.629,2025-05-03 23:59:59.999,6871382895.5311,1207124,34360.578,3306264200.8317,0.0,,0.0,,,,,,,,0.012195822064584354,,,0.0,,,37060.051,0.4811015876099327,0.5188984123900673,-0.037796824780134575,,5692.358776340377,0.05916594235554922,
6,2025-05-04,95803.3,96266.6,94116.4,94230.2,94260.877,2025-05-04 23:59:59.999,8988011491.011,1550180,46059.52,4393531982.4587,-1.6420102439060114,,-0.016556406464912358,,96049.40000000001,,-2.0063938502364427,,,,0.022818586822483788,,,31.979903173353442,,,48201.356999999996,0.4886387806470334,0.5113612193529666,-0.022722438705933157,,5798.043769762866,0.06080640764298339,
7,2025-05-04,95803.3,96266.6,94116.4,94230.2,94260.877,2025-05-04 23:59:59.999,8988011491.011,1550180,46059.52,4393531982.4587,0.0,,0.0,,95736.09999999999,0.7370040209796193,-1.3545946401204678,,,,0.022818586822483788,,,0.0,,0.23575200898290494,48201.356999999996,0.4886387806470334,0.5113612193529666,-0.022722438705933157,,5798.043769762866,0.06080640764298339,
8,2025-05-05,94230.2,95165.1,93445.1,94696.7,154902.375,2025-05-05 23:59:59.999,14600852881.6568,2364149,78619.623,7411253704.9874,0.49506421508178633,,0.004938428017247762,,95489.44285714286,0.7949525866559908,-0.7044880859168375,,,,0.018163251728940923,,,64.33368745338537,,1.6654238498022007,76282.752,0.5075430444497704,0.4924569555502296,0.015086088899540773,,6175.944444134781,0.06552140960658571,
9,2025-05-05,94230.2,95165.1,93445.1,94696.7,154902.375,2025-05-05 23:59:59.999,14600852881.6568,2364149,78619.623,7411253704.9874,0.0,,0.0,,95184.51428571428,0.7495973915201322,-0.4972383111682694,,,,0.018163251728940923,,,0.0,,-0.1962773564456552,76282.752,0.5075430444497704,0.4924569555502296,0.015086088899540773,,6175.944444134781,0.06552140960658571,
