open_time,close,volume,normal_return,log_return,7d_rolling_mean,7d_rolling_volatility,30d_rolling_mean,30d_rolling_volatility,7d_zscore,30d_zscore,30d_zscore_return,30d_zscore_logreturn,volume_change_%,7d_zscore_volume_change,30d_zscore_volume_change
2025-05-02,96887.14,14905.74811,,,,,,,,,,,,,
2025-05-03,95856.42,9723.34838,-1.0638357164841517,-0.01069534904680462,,,,,,,,,-34.767793550215856,,
2025-05-04,94277.62,11036.38342,-1.6470466975503584,-0.016607613109211234,,,,,,,,,13.503939061782333,,
2025-05-05,94733.68,17251.18189,0.48374152847727725,0.004825752587870044,,,,,,,,,56.311911551909446,,
2025-05-06,96834.02,16122.64513,2.2170995574119168,0.021928792437757434,,,,,,,,,-6.541793873579049,,
2025-05-07,97030.5,16644.83854,0.20290389679165077,0.0020269832486365163,,,,,,,,,3.238881745454636,,
2025-05-08,103261.6,34962.02847,6.421795208723036,0.06224021212940302,96982.99714285714,,,,2.1104862920095435,,,,110.04726712116243,,
2025-05-09,102971.99,27617.39907,-0.2804624371499198,-0.002808564699583071,97852.26142857142,2.7270744331578123,,,1.3709870514196227,,,,-21.007446425204513,-0.763139313727054,
2025-05-10,104809.53,15324.78611,1.7845046988020696,0.017687693367897713,99131.27714285713,2.593597016430945,,,1.287850031352327,,,,-44.51039335327243,-1.1626772853871155,
2025-05-11,104118.0,17987.12197,-0.6597968715249425,-0.0066198315306769204,100537.04571428572,2.427401697553616,,,0.8596347278774484,,,,17.372744003668195,0.01843039116823133,
2025-05-12,102791.32,31272.77792,-1.274208110028996,-0.012823957677924932,101688.13714285714,2.6270954266252544,,,0.3320078970228734,,,,73.86204403438535,1.0076164894614312,
2025-05-13,104103.72,21253.42409,1.2767615008738131,0.012686796194268246,102726.66571428571,2.5903038322801266,,,0.5269972570637914,,,,-32.03857954554233,-0.8259614317402542,
2025-05-14,103507.82,16452.9081,-0.5724099004339123,-0.005740544445962826,103651.99714285714,2.64933094275493,,,-0.19938041769942663,,,,-22.58702395280722,-0.5792861956052987,
2025-05-15,103763.71,17998.98604,0.24721803627976158,0.0024691295519930546,103723.72714285715,1.103183009710835,,,0.05691046411962947,,,,9.396988852080202,0.3022498392947998,
