calc_time,last_funding_rate
2024-05-01 00:00:00+00:00,0.0001
2024-05-01 08:00:00+00:00,8.946e-05
2024-05-01 16:00:00+00:00,9.902e-05
2024-05-02 00:00:00+00:00,6.634e-05
2024-05-02 08:00:00+00:00,6.169e-05
2024-05-02 16:00:00.002000+00:00,-1.23e-06
2024-05-03 00:00:00+00:00,-1.549e-05
2024-05-03 08:00:00+00:00,-3.764e-05
2024-05-03 16:00:00+00:00,8.091e-05
2024-05-04 00:00:00+00:00,2.703e-05
2024-05-04 08:00:00+00:00,7.455e-05
2024-05-04 16:00:00+00:00,6.265e-05
2024-05-05 00:00:00+00:00,6.906e-05
2024-05-05 08:00:00+00:00,6.47e-06
2024-05-05 16:00:00+00:00,3.893e-05
2024-05-06 00:00:00+00:00,6.02e-06
2024-05-06 08:00:00+00:00,-1.031e-05
2024-05-06 16:00:00+00:00,7.746e-05
2024-05-07 00:00:00+00:00,6.064e-05
2024-05-07 08:00:00+00:00,1.581e-05
2024-05-07 16:00:00+00:00,9.028e-05
2024-05-08 00:00:00+00:00,4.891e-05
2024-05-08 08:00:00+00:00,5.553e-05
2024-05-08 16:00:00+00:00,9.292e-05
2024-05-09 00:00:00+00:00,5.648e-05
2024-05-09 08:00:00+00:00,3.315e-05
2024-05-09 16:00:00+00:00,7.253e-05
2024-05-10 00:00:00+00:00,1.026e-05
2024-05-10 08:00:00+00:00,5.934e-05
2024-05-10 16:00:00+00:00,7.653e-05
2024-05-11 00:00:00+00:00,8.881e-05
2024-05-11 08:00:00+00:00,3.771e-05
2024-05-11 16:00:00+00:00,5.067e-05
2024-05-12 00:00:00+00:00,2.604e-05
2024-05-12 08:00:00+00:00,2.83e-05
2024-05-12 16:00:00+00:00,0.0001
2024-05-13 00:00:00.001000+00:00,0.0001
2024-05-13 08:00:00.001000+00:00,8.469e-05
2024-05-13 16:00:00+00:00,9.151e-05
2024-05-14 00:00:00+00:00,9.866e-05
2024-05-14 08:00:00+00:00,0.0001
2024-05-14 16:00:00+00:00,4.392e-05
2024-05-15 00:00:00+00:00,0.0001
2024-05-15 08:00:00+00:00,-3.85e-06
2024-05-15 16:00:00+00:00,2.373e-05
2024-05-16 00:00:00.004000+00:00,2.103e-05
2024-05-16 08:00:00+00:00,5.148e-05
2024-05-16 16:00:00+00:00,3.543e-05
2024-05-17 00:00:00+00:00,4.647e-05
2024-05-17 08:00:00+00:00,8.15e-06
2024-05-17 16:00:00+00:00,-2.98e-06
2024-05-18 00:00:00+00:00,6.28e-06
2024-05-18 08:00:00+00:00,8.012e-05
2024-05-18 16:00:00+00:00,-7.92e-06
2024-05-19 00:00:00+00:00,3.339e-05
2024-05-19 08:00:00+00:00,5.21e-05
2024-05-19 16:00:00+00:00,4.779e-05
2024-05-20 00:00:00+00:00,5.607e-05
2024-05-20 08:00:00+00:00,2.479e-05
2024-05-20 16:00:00.003000+00:00,2.552e-05
2024-05-21 00:00:00+00:00,0.0001
2024-05-21 08:00:00.001000+00:00,0.00010517
2024-05-21 16:00:00+00:00,0.0001
2024-05-22 00:00:00+00:00,0.0001
2024-05-22 08:00:00+00:00,0.00015759
2024-05-22 16:00:00+00:00,0.0001
2024-05-23 00:00:00+00:00,0.0001
2024-05-23 08:00:00+00:00,0.0001
2024-05-23 16:00:00+00:00,0.0001
2024-05-24 00:00:00+00:00,0.0001
2024-05-24 08:00:00+00:00,0.0001
2024-05-24 16:00:00+00:00,0.0001
2024-05-25 00:00:00+00:00,0.0001
2024-05-25 08:00:00+00:00,0.0001
2024-05-25 16:00:00+00:00,0.0001
2024-05-26 00:00:00+00:00,0.0001
2024-05-26 08:00:00+00:00,0.0001
2024-05-26 16:00:00+00:00,0.0001
2024-05-27 00:00:00+00:00,0.0001
2024-05-27 08:00:00+00:00,0.0001
2024-05-27 16:00:00+00:00,0.0001
2024-05-28 00:00:00+00:00,0.0001
2024-05-28 08:00:00+00:00,0.0001
2024-05-28 16:00:00+00:00,0.0001
2024-05-29 00:00:00.001000+00:00,0.0001
2024-05-29 08:00:00+00:00,0.0001
2024-05-29 16:00:00+00:00,0.00012558
2024-05-30 00:00:00+00:00,0.0001
2024-05-30 08:00:00+00:00,0.0001
2024-05-30 16:00:00+00:00,0.0001
2024-05-31 00:00:00+00:00,0.00014599
2024-05-31 08:00:00+00:00,0.00012268
2024-05-31 16:00:00+00:00,0.0001
