calc_time,last_funding_rate
2024-10-01 00:00:00+00:00,0.0001
2024-10-01 08:00:00+00:00,0.0001
2024-10-01 16:00:00.001000+00:00,0.0001
2024-10-02 00:00:00+00:00,6.632e-05
2024-10-02 08:00:00+00:00,8.409e-05
2024-10-02 16:00:00+00:00,8.191e-05
2024-10-03 00:00:00+00:00,4.381e-05
2024-10-03 08:00:00+00:00,3.746e-05
2024-10-03 16:00:00+00:00,4.99e-05
2024-10-04 00:00:00+00:00,7.097e-05
2024-10-04 08:00:00+00:00,2.119e-05
2024-10-04 16:00:00.001000+00:00,2.43e-06
2024-10-05 00:00:00+00:00,-1.596e-05
2024-10-05 08:00:00+00:00,1.088e-05
2024-10-05 16:00:00+00:00,8.61e-06
2024-10-06 00:00:00+00:00,5.72e-06
2024-10-06 08:00:00.001000+00:00,3.288e-05
2024-10-06 16:00:00+00:00,4.18e-05
2024-10-07 00:00:00+00:00,4.573e-05
2024-10-07 08:00:00+00:00,-9.52e-06
2024-10-07 16:00:00.001000+00:00,2.177e-05
2024-10-08 00:00:00+00:00,-1.678e-05
2024-10-08 08:00:00+00:00,7.094e-05
2024-10-08 16:00:00+00:00,8.1e-05
2024-10-09 00:00:00+00:00,0.0001
2024-10-09 08:00:00+00:00,5.138e-05
2024-10-09 16:00:00+00:00,7.939e-05
2024-10-10 00:00:00+00:00,2.09e-05
2024-10-10 08:00:00+00:00,1.532e-05
2024-10-10 16:00:00+00:00,0.0001
2024-10-11 00:00:00+00:00,2.231e-05
2024-10-11 08:00:00+00:00,-1.874e-05
2024-10-11 16:00:00.001000+00:00,1.2e-06
2024-10-12 00:00:00+00:00,4.558e-05
2024-10-12 08:00:00.001000+00:00,7.664e-05
2024-10-12 16:00:00+00:00,-1.489e-05
2024-10-13 00:00:00+00:00,6.93e-06
2024-10-13 08:00:00+00:00,1.638e-05
2024-10-13 16:00:00+00:00,3.938e-05
2024-10-14 00:00:00+00:00,5.429e-05
2024-10-14 08:00:00+00:00,0.0001
2024-10-14 16:00:00+00:00,0.0001
2024-10-15 00:00:00+00:00,0.0001
2024-10-15 08:00:00+00:00,0.0001
2024-10-15 16:00:00+00:00,0.0001
2024-10-16 00:00:00+00:00,8.325e-05
2024-10-16 08:00:00.001000+00:00,8.5e-05
2024-10-16 16:00:00+00:00,0.0001
2024-10-17 00:00:00+00:00,0.0001
2024-10-17 08:00:00+00:00,0.0001
2024-10-17 16:00:00.001000+00:00,0.0001
2024-10-18 00:00:00.010000+00:00,0.0001
2024-10-18 08:00:00.001000+00:00,0.0001
2024-10-18 16:00:00+00:00,0.0001
2024-10-19 00:00:00+00:00,0.0001
2024-10-19 08:00:00+00:00,0.0001
2024-10-19 16:00:00+00:00,0.0001
2024-10-20 00:00:00+00:00,0.0001
2024-10-20 08:00:00+00:00,0.0001
2024-10-20 16:00:00+00:00,0.0001
2024-10-21 00:00:00+00:00,0.0001
2024-10-21 08:00:00+00:00,0.0001
2024-10-21 16:00:00+00:00,0.0001
2024-10-22 00:00:00+00:00,0.0001
2024-10-22 08:00:00+00:00,0.0001
2024-10-22 16:00:00+00:00,0.0001
2024-10-23 00:00:00+00:00,0.0001
2024-10-23 08:00:00+00:00,0.0001
2024-10-23 16:00:00+00:00,0.0001
2024-10-24 00:00:00+00:00,0.0001
2024-10-24 08:00:00+00:00,0.0001
2024-10-24 16:00:00+00:00,0.0001
2024-10-25 00:00:00+00:00,0.0001
2024-10-25 08:00:00+00:00,0.0001
2024-10-25 16:00:00+00:00,0.0001
2024-10-26 00:00:00+00:00,4.755e-05
2024-10-26 08:00:00.001000+00:00,7.569e-05
2024-10-26 16:00:00+00:00,0.0001
2024-10-27 00:00:00+00:00,0.0001
2024-10-27 08:00:00+00:00,9.724e-05
2024-10-27 16:00:00+00:00,0.0001
2024-10-28 00:00:00+00:00,9.425e-05
2024-10-28 08:00:00.001000+00:00,0.0001
2024-10-28 16:00:00+00:00,8.946e-05
2024-10-29 00:00:00+00:00,0.0001
2024-10-29 08:00:00+00:00,0.0001
2024-10-29 16:00:00.004000+00:00,0.0001
2024-10-30 00:00:00+00:00,0.0001
2024-10-30 08:00:00+00:00,0.0001
2024-10-30 16:00:00.013000+00:00,0.0001
2024-10-31 00:00:00+00:00,0.0001
2024-10-31 08:00:00+00:00,0.0001
2024-10-31 16:00:00+00:00,0.0001
