calc_time,last_funding_rate
2024-09-01 00:00:00+00:00,4.113e-05
2024-09-01 08:00:00.001000+00:00,-3.432e-05
2024-09-01 16:00:00+00:00,-3.82e-06
2024-09-02 00:00:00.001000+00:00,-3.386e-05
2024-09-02 08:00:00.001000+00:00,2.48e-06
2024-09-02 16:00:00+00:00,-3.63e-06
2024-09-03 00:00:00+00:00,6.245e-05
2024-09-03 08:00:00.001000+00:00,5.123e-05
2024-09-03 16:00:00+00:00,4.598e-05
2024-09-04 00:00:00+00:00,2.209e-05
2024-09-04 08:00:00+00:00,1.05e-05
2024-09-04 16:00:00+00:00,-1.47e-05
2024-09-05 00:00:00+00:00,9.016e-05
2024-09-05 08:00:00+00:00,2.025e-05
2024-09-05 16:00:00.005000+00:00,2.49e-05
2024-09-06 00:00:00+00:00,2.28e-05
2024-09-06 08:00:00.001000+00:00,-1e-08
2024-09-06 16:00:00+00:00,1.428e-05
2024-09-07 00:00:00+00:00,-5.57e-06
2024-09-07 08:00:00+00:00,-7.634e-05
2024-09-07 16:00:00+00:00,-7.236e-05
2024-09-08 00:00:00+00:00,3.745e-05
2024-09-08 08:00:00+00:00,-5.999e-05
2024-09-08 16:00:00+00:00,-5.245e-05
2024-09-09 00:00:00+00:00,-7.585e-05
2024-09-09 08:00:00+00:00,-7.108e-05
2024-09-09 16:00:00.001000+00:00,-3.875e-05
2024-09-10 00:00:00+00:00,-6.028e-05
2024-09-10 08:00:00+00:00,-2.93e-05
2024-09-10 16:00:00+00:00,-1.126e-05
2024-09-11 00:00:00+00:00,-8.953e-05
2024-09-11 08:00:00+00:00,-2.247e-05
2024-09-11 16:00:00+00:00,-5.212e-05
2024-09-12 00:00:00+00:00,-1.951e-05
2024-09-12 08:00:00+00:00,-5.46e-06
2024-09-12 16:00:00+00:00,-2.95e-05
2024-09-13 00:00:00+00:00,-6.9e-07
2024-09-13 08:00:00.001000+00:00,-8.69e-06
2024-09-13 16:00:00.001000+00:00,-2.443e-05
2024-09-14 00:00:00+00:00,-8.699e-05
2024-09-14 08:00:00+00:00,8.59e-06
2024-09-14 16:00:00.001000+00:00,2.326e-05
2024-09-15 00:00:00+00:00,-4.91e-06
2024-09-15 08:00:00+00:00,1e-08
2024-09-15 16:00:00+00:00,4.02e-06
2024-09-16 00:00:00+00:00,2.402e-05
2024-09-16 08:00:00.001000+00:00,3.564e-05
2024-09-16 16:00:00+00:00,6.762e-05
2024-09-17 00:00:00.001000+00:00,8.529e-05
2024-09-17 08:00:00+00:00,1.911e-05
2024-09-17 16:00:00+00:00,5.327e-05
2024-09-18 00:00:00+00:00,1.344e-05
2024-09-18 08:00:00+00:00,1.678e-05
2024-09-18 16:00:00.004000+00:00,4.648e-05
2024-09-19 00:00:00+00:00,3.512e-05
2024-09-19 08:00:00+00:00,2.949e-05
2024-09-19 16:00:00.001000+00:00,4.072e-05
2024-09-20 00:00:00+00:00,8.065e-05
2024-09-20 08:00:00.001000+00:00,-5.03e-06
2024-09-20 16:00:00+00:00,5.543e-05
2024-09-21 00:00:00.001000+00:00,4.638e-05
2024-09-21 08:00:00+00:00,0.0001
2024-09-21 16:00:00+00:00,8.234e-05
2024-09-22 00:00:00+00:00,6.285e-05
2024-09-22 08:00:00+00:00,9.254e-05
2024-09-22 16:00:00+00:00,5.537e-05
2024-09-23 00:00:00+00:00,6.546e-05
2024-09-23 08:00:00+00:00,1.364e-05
2024-09-23 16:00:00+00:00,5.304e-05
2024-09-24 00:00:00+00:00,2.324e-05
2024-09-24 08:00:00+00:00,2.895e-05
2024-09-24 16:00:00.001000+00:00,-1.82e-06
2024-09-25 00:00:00+00:00,1.223e-05
2024-09-25 08:00:00.003000+00:00,1.141e-05
2024-09-25 16:00:00+00:00,1.336e-05
2024-09-26 00:00:00.005000+00:00,1.65e-05
2024-09-26 08:00:00+00:00,6.246e-05
2024-09-26 16:00:00+00:00,0.0001
2024-09-27 00:00:00+00:00,0.0001
2024-09-27 08:00:00+00:00,6.722e-05
2024-09-27 16:00:00+00:00,2.275e-05
2024-09-28 00:00:00+00:00,5.455e-05
2024-09-28 08:00:00.001000+00:00,8.3e-05
2024-09-28 16:00:00+00:00,1.414e-05
2024-09-29 00:00:00.001000+00:00,7.25e-06
2024-09-29 08:00:00+00:00,3.128e-05
2024-09-29 16:00:00+00:00,7.253e-05
2024-09-30 00:00:00+00:00,3.077e-05
2024-09-30 08:00:00.001000+00:00,7.939e-05
2024-09-30 16:00:00+00:00,0.0001
