calc_time,last_funding_rate
2025-04-01 00:00:00+00:00,3.961e-05
2025-04-01 08:00:00.001000+00:00,2.889e-05
2025-04-01 16:00:00+00:00,3.573e-05
2025-04-02 00:00:00.001000+00:00,-2.112e-05
2025-04-02 08:00:00+00:00,3.036e-05
2025-04-02 16:00:00+00:00,7.33e-06
2025-04-03 00:00:00+00:00,5.862e-05
2025-04-03 08:00:00+00:00,5.038e-05
2025-04-03 16:00:00+00:00,6.484e-05
2025-04-04 00:00:00+00:00,4.283e-05
2025-04-04 08:00:00+00:00,4.736e-05
2025-04-04 16:00:00+00:00,8.038e-05
2025-04-05 00:00:00+00:00,8.559e-05
2025-04-05 08:00:00+00:00,7.437e-05
2025-04-05 16:00:00+00:00,4.08e-06
2025-04-06 00:00:00+00:00,2.21e-06
2025-04-06 08:00:00+00:00,5.363e-05
2025-04-06 16:00:00.002000+00:00,-6.03e-06
2025-04-07 00:00:00+00:00,4.946e-05
2025-04-07 08:00:00+00:00,6.857e-05
2025-04-07 16:00:00+00:00,4.998e-05
2025-04-08 00:00:00+00:00,4.074e-05
2025-04-08 08:00:00+00:00,3.575e-05
2025-04-08 16:00:00+00:00,3.134e-05
2025-04-09 00:00:00+00:00,9.568e-05
2025-04-09 08:00:00.001000+00:00,-2.252e-05
2025-04-09 16:00:00+00:00,6.856e-05
2025-04-10 00:00:00+00:00,7.705e-05
2025-04-10 08:00:00+00:00,1.14e-06
2025-04-10 16:00:00+00:00,6.775e-05
2025-04-11 00:00:00.001000+00:00,2.065e-05
2025-04-11 08:00:00+00:00,-4.294e-05
2025-04-11 16:00:00+00:00,3.29e-05
2025-04-12 00:00:00+00:00,3.654e-05
2025-04-12 08:00:00.001000+00:00,5.64e-05
2025-04-12 16:00:00+00:00,5.388e-05
2025-04-13 00:00:00+00:00,5.057e-05
2025-04-13 08:00:00+00:00,8.429e-05
2025-04-13 16:00:00+00:00,9.642e-05
2025-04-14 00:00:00+00:00,8.113e-05
2025-04-14 08:00:00+00:00,7.127e-05
2025-04-14 16:00:00+00:00,2.428e-05
2025-04-15 00:00:00+00:00,-2.073e-05
2025-04-15 08:00:00+00:00,6.606e-05
2025-04-15 16:00:00.001000+00:00,1.883e-05
2025-04-16 00:00:00+00:00,2.428e-05
2025-04-16 08:00:00+00:00,6.917e-05
2025-04-16 16:00:00+00:00,1.978e-05
2025-04-17 00:00:00.001000+00:00,1.404e-05
2025-04-17 08:00:00+00:00,5.679e-05
2025-04-17 16:00:00.001000+00:00,3.425e-05
2025-04-18 00:00:00+00:00,1.788e-05
2025-04-18 08:00:00+00:00,7.071e-05
2025-04-18 16:00:00+00:00,2.995e-05
2025-04-19 00:00:00+00:00,2.93e-05
2025-04-19 08:00:00+00:00,6.024e-05
2025-04-19 16:00:00+00:00,-1.953e-05
2025-04-20 00:00:00+00:00,-2.98e-06
2025-04-20 08:00:00+00:00,-1.078e-05
2025-04-20 16:00:00+00:00,-2.258e-05
2025-04-21 00:00:00+00:00,5.232e-05
2025-04-21 08:00:00.005000+00:00,5.403e-05
2025-04-21 16:00:00.003000+00:00,1.553e-05
2025-04-22 00:00:00.008000+00:00,7.749e-05
2025-04-22 08:00:00+00:00,-7.44e-06
2025-04-22 16:00:00+00:00,-7.045e-05
2025-04-23 00:00:00+00:00,-1.389e-05
2025-04-23 08:00:00.002000+00:00,1.374e-05
2025-04-23 16:00:00+00:00,4.587e-05
2025-04-24 00:00:00+00:00,-2.671e-05
2025-04-24 08:00:00.001000+00:00,5.21e-05
2025-04-24 16:00:00.001000+00:00,-2.165e-05
2025-04-25 00:00:00.007000+00:00,-1.764e-05
2025-04-25 08:00:00.002000+00:00,1.7e-06
2025-04-25 16:00:00.003000+00:00,1.2e-06
2025-04-26 00:00:00.002000+00:00,-0.00010085
2025-04-26 08:00:00+00:00,-2.774e-05
2025-04-26 16:00:00.002000+00:00,2.855e-05
2025-04-27 00:00:00.001000+00:00,-1.5e-05
2025-04-27 08:00:00+00:00,-6.6e-06
2025-04-27 16:00:00+00:00,-4.21e-06
2025-04-28 00:00:00.001000+00:00,3.73e-06
2025-04-28 08:00:00.003000+00:00,2.46e-06
2025-04-28 16:00:00.005000+00:00,-5.821e-05
2025-04-29 00:00:00+00:00,-7.73e-06
2025-04-29 08:00:00+00:00,4.13e-06
2025-04-29 16:00:00.010000+00:00,1.305e-05
2025-04-30 00:00:00.001000+00:00,-5.181e-05
2025-04-30 08:00:00+00:00,2.939e-05
2025-04-30 16:00:00.003000+00:00,-3.797e-05
