open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1735689600000,93548.80,94449.20,93460.20,93810.00,13962.019,1735703999999,1311013770.89590,294085,6971.090,654672092.35970,0
1735704000000,93810.00,93914.70,93502.00,93660.70,7852.483,1735718399999,735674231.90010,157153,3942.454,369382964.40930,0
1735718400000,93660.70,93735.20,92796.50,93420.10,19004.988,1735732799999,1773124210.65700,336126,8655.735,807691932.03410,0
1735732800000,93420.10,94489.50,93375.00,94409.90,22127.069,1735747199999,2079473769.99620,417775,11541.578,1084888466.75390,0
1735747200000,94409.90,94823.20,93729.20,94612.10,14907.698,1735761599999,1404832252.72600,327629,7753.574,730903043.20950,0
1735761600000,94612.10,95161.20,94522.10,94580.90,13382.403,1735775999999,1268497143.59990,271592,6848.050,649180978.69440,0
1735776000000,94580.90,95523.50,94357.40,95000.00,22798.717,1735790399999,2166316138.23630,453606,10996.062,1045030938.63350,0
1735790400000,95000.00,96031.40,94971.30,95815.30,20140.275,1735804799999,1925767685.43980,383994,10395.206,994012348.41560,0
1735804800000,95815.40,96870.90,95612.50,96715.40,25249.289,1735819199999,2433763740.82020,474894,12238.515,1179645797.05120,0
1735819200000,96715.40,97440.00,95910.80,96428.50,52717.632,1735833599999,5096343826.66190,978296,26048.523,2518661922.19840,0
1735833600000,96428.50,97777.00,96018.70,97292.70,44624.753,1735847999999,4331509961.10300,851770,23652.033,2296006511.78050,0
1735848000000,97292.70,97822.40,96642.70,96967.50,16114.829,1735862399999,1566672217.41340,343327,8339.679,810916564.97910,0
1735862400000,96967.60,97325.70,96622.00,97019.10,11388.626,1735876799999,1104019924.50070,243511,5425.938,526035443.91570,0
1735876800000,97019.10,97034.90,96236.60,96275.00,14493.689,1735891199999,1399643537.49130,267533,5999.411,579503295.19490,0
1735891200000,96275.10,96788.00,96061.50,96710.50,16109.732,1735905599999,1553404601.36400,299456,8151.881,786090583.02170,0
1735905600000,96710.40,97637.70,96422.50,97479.50,33904.407,1735919999999,3288392175.78780,672866,17132.507,1662085542.83540,0
1735920000000,97479.60,98949.00,97353.60,98545.50,36541.023,1735934399999,3589180241.47120,697774,19338.538,1899550452.46620,0
1735934400000,98545.60,98705.00,98028.50,98145.70,12783.197,1735948799999,1256867787.70630,266363,6587.375,647691644.24490,0
1735948800000,98145.70,98272.60,97762.10,98149.40,11796.611,1735963199999,1156508375.67510,214038,5393.766,528807941.44410,0
1735963200000,98149.30,98300.00,97830.00,98244.20,7743.120,1735977599999,759341259.30890,161755,3724.049,365220438.41760,0
1735977600000,98244.20,98300.00,97438.20,97831.80,14626.729,1735991999999,1430647209.87880,257515,6701.493,655445326.26670,0
1735992000000,97831.80,98117.60,97472.00,97623.60,15225.112,1736006399999,1489102359.29490,330867,7451.086,728883287.76730,0
1736006400000,97623.50,98334.60,97535.70,98120.30,9987.065,1736020799999,977915446.98380,223221,5203.552,509582521.92370,0
1736020800000,98120.40,98760.90,98076.40,98173.20,12535.997,1736035199999,1233552464.01600,237840,6134.585,603726611.94370,0
1736035200000,98173.20,98349.80,98001.10,98160.10,5656.739,1736049599999,555197394.70040,135284,2791.608,274003020.44930,0
1736049600000,98160.00,98496.30,98160.00,98225.30,7364.236,1736063999999,724128666.01800,142550,3125.083,307329173.27490,0
1736064000000,98225.30,98225.40,97533.60,97609.50,13194.206,1736078399999,1290345220.78010,252824,5980.337,584738766.31900,0
1736078400000,97609.50,98248.50,97227.00,97986.60,19204.699,1736092799999,1876648954.43150,341453,9775.860,955565493.08170,0
1736092800000,97987.10,98297.30,97530.00,98050.00,12523.264,1736107199999,1225978727.99360,239142,6161.900,603240819.05830,0
1736107200000,98050.00,98852.60,97986.30,98340.20,17006.145,1736121599999,1674305793.94700,305507,8952.759,881453070.05040,0
1736121600000,98340.20,99278.00,97872.60,99005.00,26621.424,1736135999999,2628067551.30460,518937,13638.161,1346555734.94740,0
1736136000000,99005.00,99886.70,99005.00,99280.00,25842.394,1736150399999,2570695724.54010,442067,13039.603,1297167138.88150,0
1736150400000,99280.00,99600.00,98662.70,99219.30,21919.386,1736164799999,2171486039.80660,368432,10960.929,1085913079.48670,0
1736164800000,99219.20,102443.90,98670.00,102104.50,78806.424,1736179199999,7923004364.37330,1374286,41682.593,4191091924.45540,0
1736179200000,102104.50,102444.00,101223.00,101771.70,38386.837,1736193599999,3912212729.89910,788934,18676.735,1903497586.11820,0
1736193600000,101771.70,102298.80,101551.20,102180.40,15916.864,1736207999999,1623086703.47110,380191,8225.496,838702141.51270,0
