open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1722470400000,64601.80,64824.40,63722.00,63912.80,53076.972,1722484799999,3407742906.78090,623695,24008.472,1541962549.44170,0
1722484800000,63912.70,64468.60,63559.50,64297.40,43263.551,1722499199999,2770271860.50500,462948,21255.629,1361561545.84910,0
1722499200000,64297.50,64681.90,64280.00,64645.30,20514.248,1722513599999,1322807058.68320,263748,10295.653,663925470.90040,0
1722513600000,64645.20,64927.20,62646.70,62892.60,101176.373,1722527999999,6446545798.87510,1009934,46570.972,2967209801.85640,0
1722528000000,62892.60,63480.00,62271.20,63403.00,81788.779,1722542399999,5145211057.67750,955620,39805.695,2504470541.05540,0
1722542400000,63403.00,65650.00,63312.00,65328.90,72834.667,1722556799999,4716473946.95170,831803,37573.898,2431556532.24350,0
1722556800000,65329.00,65577.00,63630.60,64600.10,52628.167,1722571199999,3396010088.04220,693189,24538.866,1583272156.68260,0
1722571200000,64600.10,64640.00,63800.00,64146.00,35151.989,1722585599999,2259080921.98610,537663,16953.883,1089641298.92290,0
1722585600000,64146.00,64957.40,64026.50,64640.00,33125.652,1722599999999,2138410497.76970,458293,17529.236,1131615918.19230,0
1722600000000,64640.00,65534.30,62350.00,63393.50,162016.878,1722614399999,10363613202.19490,1658551,79232.789,5070195189.75200,0
1722614400000,63393.50,63600.00,62478.00,62619.70,57246.326,1722628799999,3609170624.92250,759366,27694.971,1746782724.00700,0
1722628800000,62619.60,63181.00,61200.20,61483.70,81459.408,1722643199999,5053397702.34580,964314,37802.625,2345632958.06580,0
1722643200000,61483.70,61956.40,60473.30,61862.20,65725.345,1722657599999,4023408028.76150,738574,32440.165,1986650738.80180,0
1722657600000,61862.20,61945.00,61380.80,61636.00,19226.551,1722671999999,1185881379.11790,245410,9376.240,578430617.37550,0
1722672000000,61636.00,61986.30,61420.20,61884.80,19753.370,1722686399999,1218618652.14720,242540,9641.025,594911542.89760,0
1722686400000,61884.70,62166.00,60800.00,60857.70,42750.029,1722700799999,2636232951.87890,484676,18978.686,1170943584.21670,0
1722700800000,60857.80,61262.50,59888.00,60216.70,100562.580,1722715199999,6092474914.95770,1081531,48941.353,2966145533.88600,0
1722715200000,60216.80,60842.20,59800.00,60684.60,42452.081,1722729599999,2565640186.81850,523469,21680.030,1310359750.95040,0
1722729600000,60684.50,61089.50,60290.90,60705.30,23040.242,1722743999999,1399320091.00630,307226,11604.495,704885568.48480,0
1722744000000,60705.30,60915.10,60228.00,60346.00,18248.526,1722758399999,1105747381.70170,237665,9060.315,549103686.42430,0
1722758400000,60344.60,60986.20,60080.50,60880.10,25833.958,1722772799999,1566139794.02180,300940,13922.214,844289967.48880,0
1722772800000,60880.10,61064.60,58926.10,59070.00,81031.408,1722787199999,4846733291.10730,812457,36362.935,2175328664.34400,0
1722787200000,59069.90,59475.00,57040.00,59234.00,141030.817,1722801599999,8240997728.82972,1322645,68236.987,3989903694.81280,0
1722801600000,59233.90,59569.20,57975.40,58144.50,50327.464,1722815999999,2956551245.38960,620294,23874.094,1402767146.73390,0
1722816000000,58144.50,58286.90,52222.00,53864.10,295951.644,1722830399999,16261992469.99765,2983036,141145.099,7753373069.24487,0
1722830400000,53864.00,54538.00,48888.00,52645.60,285579.138,1722844799999,14837247580.58339,2971622,138505.883,7200927186.10059,0
1722844800000,52645.60,53200.00,50590.10,51316.80,170229.540,1722859199999,8815171199.51666,1774375,84205.946,4360396790.83396,0
1722859200000,51316.70,54952.30,49501.00,54289.80,313707.062,1722873599999,16351319359.96710,3498322,157321.259,8202892552.12905,0
1722873600000,54289.70,55523.00,52520.40,53450.40,141719.563,1722887999999,7659947568.42976,1676836,70349.455,3802836517.30703,0
1722888000000,53450.30,55192.20,53439.90,54003.10,74795.078,1722902399999,4064392477.68822,963847,36521.215,1984357609.89803,0
1722902400000,54003.50,56254.80,53925.30,55638.10,75090.615,1722916799999,4172435011.85058,1012301,38251.444,2124766378.68880,0
1722916800000,55638.10,56152.00,55220.00,55979.10,46375.502,1722931199999,2581895272.80720,765498,23244.228,1294292339.25454,0
1722931200000,55979.00,56090.00,54531.60,55188.00,69864.431,1722945599999,3849542300.68608,1037851,34048.290,1875942931.21873,0
1722945600000,55188.00,56599.00,54288.00,56370.00,126550.500,1722959999999,7039825875.24667,1585110,64473.637,3588498120.83196,0
1722960000000,56370.00,56999.90,56205.10,56737.00,68281.366,1722974399999,3867728857.82460,936503,34937.353,1979202597.62325,0
1722974400000,56737.00,56919.80,55792.00,55991.20,49791.025,1722988799999,2803813045.59186,696938,24253.778,1365874091.20604,0
1722988800000,55991.30,57249.00,55516.30,56826.80,65654.654,1723003199999,3709794054.61989,828879,34049.374,1924840655.95013,0
1723003200000,56826.90,57219.40,56510.00,56898.70,36392.101,1723017599999,2070728076.27202,538777,17603.605,1001738063.30431,0
1723017600000,56898.80,57699.00,56838.00,56938.00,57955.694,1723031999999,3319295528.56002,727898,31033.151,1777752935.18354,0
