open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754006400000,115697.30,116000.00,114239.00,115595.70,42604.847,1754020799999,4908711570.03130,883811,20145.998,2321764248.70470,0
1754020800000,115595.60,115873.40,114579.50,115015.10,21214.534,1754035199999,2442910855.82110,487632,10066.861,1159103226.69600,0
1754035200000,115015.10,115291.10,114055.60,115246.60,26589.382,1754049599999,3051479240.97840,578750,13404.191,1538552497.85940,0
1754049600000,115246.50,115956.00,113871.10,115305.30,54800.767,1754063999999,6310135880.61450,1107777,27106.158,3121777203.13790,0
1754064000000,115305.30,115656.80,113173.70,113278.50,46088.416,1754078399999,5263580836.70080,937296,21000.588,2398837053.94600,0
1754078400000,113278.40,114039.00,112660.00,113244.80,29984.153,1754092799999,3398061339.62750,676424,14693.030,1665664503.79890,0
1754092800000,113244.80,113873.70,113145.00,113859.90,11027.075,1754107199999,1252521524.85540,297713,5768.848,655257641.15360,0
1754107200000,113860.00,114000.00,113415.80,113919.90,11938.326,1754121599999,1358374604.33760,265122,5246.152,596884168.49110,0
1754121600000,113920.00,113988.00,113370.00,113732.50,10218.835,1754135999999,1161303291.41990,233222,4580.703,520609911.46500,0
1754136000000,113732.60,113740.50,112769.20,112798.60,18494.393,1754150399999,2093208279.79500,358947,7646.858,865635363.83040,0
1754150400000,112798.60,113388.90,111910.00,112175.50,36337.074,1754164799999,4091576544.75200,697149,16468.283,1854540856.41330,0
1754164800000,112175.50,113022.50,112007.90,112508.80,14443.745,1754179199999,1625343680.41570,400983,7458.380,839237103.16730,0
1754179200000,112508.80,113694.00,111850.00,113550.90,17961.770,1754193599999,2028064974.03080,426640,9072.630,1024720807.41500,0
1754193600000,113550.90,113676.40,113285.70,113647.20,6301.771,1754207999999,715179589.76410,152125,3015.389,342231714.59000,0
1754208000000,113647.20,114200.00,113492.50,113810.10,11023.459,1754222399999,1254969382.11350,229143,5884.773,669942014.91440,0
1754222400000,113810.00,114049.80,113529.60,113904.30,10900.396,1754236799999,1240270714.04920,280376,5057.414,575481626.66120,0
1754236800000,113904.30,114730.00,113727.80,114259.00,10570.464,1754251199999,1207569687.54430,284014,5129.380,586108923.02090,0
1754251200000,114259.10,114567.30,114011.30,114150.80,6426.009,1754265599999,734206009.26420,214609,2937.510,335615005.07900,0
1754265600000,114150.90,114963.40,114053.80,114520.20,12295.237,1754279999999,1409151239.96080,332267,5969.819,684313708.12680,0
1754280000000,114520.30,114739.30,114089.00,114607.00,9279.797,1754294399999,1061284315.11970,238620,4240.302,484924716.95420,0
1754294400000,114607.00,114715.00,114166.00,114450.00,7637.669,1754308799999,874033851.43890,233104,3539.276,405004235.15900,0
1754308800000,114450.10,115431.60,114070.00,114766.30,27575.335,1754323199999,3167086532.19080,623698,13276.087,1524805711.57860,0
1754323200000,114766.40,115686.00,114681.10,114724.00,17022.068,1754337599999,1960355104.62930,435804,8605.818,991160283.35860,0
1754337600000,114724.00,115299.00,114580.40,115002.10,9518.485,1754351999999,1094538157.71120,259088,4801.134,552077769.42240,0
1754352000000,115002.10,115073.30,114213.60,114215.00,10318.429,1754366399999,1182674735.99980,284718,4953.591,567814103.89470,0
1754366400000,114214.90,114468.10,113650.00,113924.70,16889.881,1754380799999,1927854270.57310,303223,7445.188,849881624.45300,0
1754380800000,113924.70,115057.00,113869.50,114782.00,15542.383,1754395199999,1780572403.50700,345471,8458.894,969080912.75310,0
1754395200000,114782.10,114860.10,112582.40,112871.80,48789.021,1754409599999,5534959735.55200,1054150,22554.355,2558764765.45770,0
1754409600000,112871.70,113731.70,112755.10,113573.10,16283.201,1754423999999,1844977287.11740,443249,7784.519,882098791.76900,0
1754424000000,113573.80,114178.40,113240.10,114069.60,11493.513,1754438399999,1307493670.50150,261259,5434.661,618237193.77730,0
1754438400000,114069.60,114091.30,113355.50,113470.10,9186.999,1754452799999,1044462790.46920,252613,4043.657,459692599.24200,0
1754452800000,113470.20,114390.20,113304.50,114179.20,14343.657,1754467199999,1634439886.23640,324001,7432.395,846965622.52760,0
1754467200000,114179.20,114372.70,113663.30,114188.00,11807.499,1754481599999,1346551919.47570,264060,5552.690,633271289.73890,0
1754481600000,114187.90,115488.00,113520.00,115366.30,37775.792,1754495999999,4327493797.33230,799013,19895.801,2280009498.59180,0
1754496000000,115366.20,115674.20,114867.00,115215.10,18625.447,1754510399999,2147242435.36200,398007,8547.737,985520885.13800,0
