open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-02-01 00:00:00+00:00,102429.56,102783.71,102198.52,102249.19,1810.34285,2025-02-01 03:59:59.999999+00:00,185582515.1311798,336147,985.25105,101004713.4761006
2025-02-01 04:00:00+00:00,102249.19,102588.57,102118.56,102166.49,1052.21801,2025-02-01 07:59:59.999999+00:00,107700928.7873565,228096,511.25891,52329964.2357239
2025-02-01 08:00:00+00:00,102166.49,102276.99,101412.0,102028.81,2029.14504,2025-02-01 11:59:59.999999+00:00,206693049.239182,418187,804.83163,81975798.6847633
2025-02-01 12:00:00+00:00,102028.82,102329.01,101730.79,102073.89,1704.67519,2025-02-01 15:59:59.999999+00:00,174005124.6818009,385831,854.36304,87219460.4568511
2025-02-01 16:00:00+00:00,102073.89,102297.99,101448.0,101669.6,1472.58058,2025-02-01 19:59:59.999999+00:00,150124193.3600519,389744,644.31801,65705650.521034
2025-02-01 20:00:00+00:00,101669.6,101669.6,100279.51,100635.65,4221.9958,2025-02-01 23:59:59.999999+00:00,426248417.0376586,830781,1825.87067,184304428.7745382
2025-02-02 00:00:00+00:00,100635.66,101456.6,99148.91,99206.86,4565.34638,2025-02-02 03:59:59.999999+00:00,457702884.6818696,867109,1812.04487,181817610.34802568
2025-02-02 04:00:00+00:00,99206.85,100515.99,99031.19,99643.3,3478.78338,2025-02-02 07:59:59.999999+00:00,347318860.6248542,763506,1613.68791,161133751.6124674
2025-02-02 08:00:00+00:00,99643.3,100100.0,98645.0,98864.6,4107.2233,2025-02-02 11:59:59.999999+00:00,408162838.48060787,839920,1667.43656,165789702.6308688
2025-02-02 12:00:00+00:00,98864.6,99439.05,98157.0,99346.87,5265.38592,2025-02-02 15:59:59.999999+00:00,520363064.16577744,1014883,2492.83842,246407417.3344891
2025-02-02 16:00:00+00:00,99346.87,99361.97,96821.54,98273.16,9695.73736,2025-02-02 19:59:59.999999+00:00,947896583.2652004,2232176,4447.30201,434938058.6614735
2025-02-02 20:00:00+00:00,98273.17,98628.74,96150.0,97700.59,7507.02305,2025-02-02 23:59:59.999999+00:00,730640081.3653185,1484745,3553.85692,345989550.7156888
2025-02-03 00:00:00+00:00,97700.59,97782.79,91231.0,94038.74,29729.4911,2025-02-03 03:59:59.999999+00:00,2805369829.046283,3573247,13713.73945,1294554303.141598
2025-02-03 04:00:00+00:00,94038.75,95426.63,92646.36,95333.01,7783.318,2025-02-03 07:59:59.999999+00:00,730761199.6300842,1470890,3931.15903,369275127.9508895
2025-02-03 08:00:00+00:00,95333.01,95950.68,94799.29,95107.89,6292.62471,2025-02-03 11:59:59.999999+00:00,600101528.1330787,1227512,2973.77638,283658939.8212947
2025-02-03 12:00:00+00:00,95107.89,99500.0,94131.14,98842.0,14148.56207,2025-02-03 15:59:59.999999+00:00,1366477661.6983793,2039763,7136.98752,689828793.2526639
2025-02-03 16:00:00+00:00,98842.0,101880.0,98038.58,101880.0,10494.44455,2025-02-03 19:59:59.999999+00:00,1043286149.212646,1418976,5673.21076,564279643.2060704
2025-02-03 20:00:00+00:00,101879.99,102500.01,100918.0,101328.52,6716.29807,2025-02-03 23:59:59.999999+00:00,682592812.9911504,894874,3307.69632,336248887.1087494
2025-02-04 00:00:00+00:00,101328.51,101732.31,100534.03,100629.7,3827.79756,2025-02-04 03:59:59.999999+00:00,387102722.8953136,433487,1654.25133,167321785.8936354
2025-02-04 04:00:00+00:00,100629.7,100764.11,98229.82,98448.02,7495.21052,2025-02-04 07:59:59.999999+00:00,743682967.5937258,957550,3393.08864,336486606.8559432
2025-02-04 08:00:00+00:00,98448.01,99445.17,97860.0,98967.7,4539.23391,2025-02-04 11:59:59.999999+00:00,447617298.4516712,889605,2477.10832,244304424.1413785
2025-02-04 12:00:00+00:00,98967.7,100415.0,98275.98,99347.19,8422.36725,2025-02-04 15:59:59.999999+00:00,837153150.4740736,1398359,4007.37158,398391145.0647921
2025-02-04 16:00:00+00:00,99347.18,100777.93,98778.58,98859.77,6617.95049,2025-02-04 19:59:59.999999+00:00,658596623.724685,1272303,3347.60258,333191026.2938725
2025-02-04 20:00:00+00:00,98859.78,99444.02,96150.0,97763.13,9365.42724,2025-02-04 23:59:59.999999+00:00,915545881.1254616,1667607,4212.15909,411762206.1102112
2025-02-05 00:00:00+00:00,97763.14,98930.44,97131.43,98040.0,4039.38442,2025-02-05 03:59:59.999999+00:00,395840052.1724329,831919,1826.61299,179003253.717572
2025-02-05 04:00:00+00:00,98040.01,98332.41,97352.77,97864.43,3233.50156,2025-02-05 07:59:59.999999+00:00,316415929.84229034,553580,1342.52834,131410232.1147146
