calc_time,funding_interval_hours,last_funding_rate
1756684800000,8,0.00004660
1756713600000,8,0.00010000
1756742400001,8,0.00004963
1756771200000,8,0.00006946
1756800000005,8,0.00008805
1756828800007,8,0.00006356
1756857600006,8,0.00000767
1756886400002,8,0.00005127
1756915200002,8,0.00002344
1756944000002,8,0.00001808
1756972800000,8,0.00004385
1757001600000,8,0.00007941
1757030400001,8,0.00007532
1757059200006,8,0.00010000
1757088000000,8,0.00007872
1757116800000,8,0.00001297
1757145600005,8,0.00005660
1757174400000,8,0.00005110
1757203200000,8,0.00001970
1757232000000,8,0.00003611
1757260800000,8,0.00006969
1757289600007,8,0.00009404
1757318400000,8,0.00006682
1757347200000,8,0.00007311
1757376000000,8,0.00003799
1757404800000,8,0.00010000
1757433600000,8,0.00010000
1757462400000,8,0.00005805
1757491200002,8,0.00005026
1757520000000,8,0.00010000
1757548800000,8,0.00005843
1757577600000,8,0.00004283
1757606400001,8,0.00003326
1757635200002,8,0.00006137
1757664000001,8,0.00003768
1757692800005,8,0.00006891
1757721600005,8,-0.00001554
1757750400002,8,0.00002251
1757779200000,8,0.00003137
1757808000006,8,0.00008182
1757836800000,8,0.00004780
1757865600001,8,0.00003115
1757894400006,8,0.00006207
1757923200002,8,0.00008259
1757952000001,8,0.00008189
1757980800001,8,0.00000997
1758009600000,8,0.00006991
1758038400000,8,0.00006472
1758067200001,8,0.00006972
1758096000000,8,0.00008441
1758124800003,8,0.00006303
1758153600006,8,0.00004941
1758182400002,8,0.00008928
1758211200000,8,0.00004208
1758240000000,8,-0.00000231
1758268800005,8,0.00002109
1758297600000,8,0.00005264
1758326400000,8,0.00003757
1758355200000,8,-2.7E-7
1758384000002,8,-0.00001006
1758412800000,8,-0.00005322
1758441600000,8,0.00002563
1758470400000,8,0.00003742
1758499200005,8,0.00006665
1758528000003,8,0.00001743
1758556800000,8,0.00004838
1758585600000,8,0.00007062
1758614400001,8,0.00007083
1758643200000,8,0.00007478
1758672000003,8,0.00005794
1758700800001,8,0.00006267
1758729600002,8,0.00004886
1758758400000,8,-0.00000220
1758787200001,8,0.00001730
1758816000000,8,0.00009560
1758844800000,8,0.00003143
1758873600000,8,0.00004360
1758902400008,8,0.00007716
1758931200000,8,-1.0E-7
1758960000010,8,0.00003425
1758988800003,8,0.00007821
1759017600000,8,0.00003314
1759046400000,8,0.00004976
1759075200000,8,0.00005261
1759104000000,8,0.00002312
1759132800002,8,0.00001304
1759161600001,8,3.2E-7
1759190400002,8,0.00002353
1759219200005,8,0.00005893
1759248000000,8,0.00002584
