calc_time,funding_interval_hours,last_funding_rate
1725148800000,8,0.00004113
1725177600001,8,-0.00003432
1725206400000,8,-0.00000382
1725235200001,8,-0.00003386
1725264000001,8,0.00000248
1725292800000,8,-0.00000363
1725321600000,8,0.00006245
1725350400001,8,0.00005123
1725379200000,8,0.00004598
1725408000000,8,0.00002209
1725436800000,8,0.00001050
1725465600000,8,-0.00001470
1725494400000,8,0.00009016
1725523200000,8,0.00002025
1725552000005,8,0.00002490
1725580800000,8,0.00002280
1725609600001,8,-1E-8
1725638400000,8,0.00001428
1725667200000,8,-0.00000557
1725696000000,8,-0.00007634
1725724800000,8,-0.00007236
1725753600000,8,0.00003745
1725782400000,8,-0.00005999
1725811200000,8,-0.00005245
1725840000000,8,-0.00007585
1725868800000,8,-0.00007108
1725897600001,8,-0.00003875
1725926400000,8,-0.00006028
1725955200000,8,-0.00002930
1725984000000,8,-0.00001126
1726012800000,8,-0.00008953
1726041600000,8,-0.00002247
1726070400000,8,-0.00005212
1726099200000,8,-0.00001951
1726128000000,8,-0.00000546
1726156800000,8,-0.00002950
1726185600000,8,-6.9E-7
1726214400001,8,-0.00000869
1726243200001,8,-0.00002443
1726272000000,8,-0.00008699
1726300800000,8,0.00000859
1726329600001,8,0.00002326
1726358400000,8,-0.00000491
1726387200000,8,1E-8
1726416000000,8,0.00000402
1726444800000,8,0.00002402
1726473600001,8,0.00003564
1726502400000,8,0.00006762
1726531200001,8,0.00008529
1726560000000,8,0.00001911
1726588800000,8,0.00005327
1726617600000,8,0.00001344
1726646400000,8,0.00001678
1726675200004,8,0.00004648
1726704000000,8,0.00003512
1726732800000,8,0.00002949
1726761600001,8,0.00004072
1726790400000,8,0.00008065
1726819200001,8,-0.00000503
1726848000000,8,0.00005543
1726876800001,8,0.00004638
1726905600000,8,0.00010000
1726934400000,8,0.00008234
1726963200000,8,0.00006285
1726992000000,8,0.00009254
1727020800000,8,0.00005537
1727049600000,8,0.00006546
1727078400000,8,0.00001364
1727107200000,8,0.00005304
1727136000000,8,0.00002324
1727164800000,8,0.00002895
1727193600001,8,-0.00000182
1727222400000,8,0.00001223
1727251200003,8,0.00001141
1727280000000,8,0.00001336
1727308800005,8,0.00001650
1727337600000,8,0.00006246
1727366400000,8,0.00010000
1727395200000,8,0.00010000
1727424000000,8,0.00006722
1727452800000,8,0.00002275
1727481600000,8,0.00005455
1727510400001,8,0.00008300
1727539200000,8,0.00001414
1727568000001,8,0.00000725
1727596800000,8,0.00003128
1727625600000,8,0.00007253
1727654400000,8,0.00003077
1727683200001,8,0.00007939
1727712000000,8,0.00010000
