calc_time,funding_interval_hours,last_funding_rate
1733011200000,8,0.00015901
1733040000000,8,0.00019581
1733068800000,8,0.00010000
1733097600001,8,0.00025726
1733126400001,8,0.00024556
1733155200000,8,0.00013387
1733184000000,8,0.00012779
1733212800000,8,0.00024926
1733241600000,8,0.00011952
1733270400000,8,0.00026634
1733299200000,8,0.00026254
1733328000000,8,0.00023234
1733356800001,8,0.00027625
1733385600000,8,0.00072446
1733414400000,8,0.00047059
1733443200000,8,0.00010000
1733472000000,8,0.00014634
1733500800000,8,0.00010000
1733529600000,8,0.00031972
1733558400000,8,0.00012374
1733587200000,8,0.00014090
1733616000000,8,0.00016985
1733644800000,8,0.00016572
1733673600000,8,0.00017580
1733702400000,8,0.00030413
1733731200000,8,0.00021032
1733760000001,8,0.00011115
1733788800007,8,0.00010000
1733817600000,8,0.00010000
1733846400000,8,0.00010000
1733875200000,8,0.00010000
1733904000000,8,0.00010000
1733932800001,8,0.00010000
1733961600001,8,0.00010000
1733990400000,8,0.00010000
1734019200001,8,0.00010000
1734048000000,8,0.00010000
1734076800000,8,0.00010000
1734105600001,8,0.00010000
1734134400000,8,0.00006750
1734163200000,8,0.00010000
1734192000000,8,0.00010000
1734220800000,8,0.00010000
1734249600000,8,0.00008194
1734278400000,8,0.00010000
1734307200000,8,0.00010000
1734336000001,8,0.00010000
1734364800000,8,0.00009181
1734393600000,8,0.00007866
1734422400000,8,0.00010000
1734451200000,8,0.00010000
1734480000000,8,0.00010000
1734508800000,8,0.00009159
1734537600000,8,0.00010000
1734566400000,8,0.00010000
1734595200000,8,0.00010000
1734624000000,8,0.00010000
1734652800000,8,0.00010000
1734681600001,8,0.00010000
1734710400014,8,0.00010000
1734739200000,8,0.00010000
1734768000000,8,0.00001206
1734796800001,8,0.00010000
1734825600000,8,0.00010000
1734854400000,8,0.00010000
1734883200000,8,0.00009629
1734912000000,8,0.00010000
1734940800000,8,0.00010000
1734969600001,8,0.00008981
1734998400000,8,0.00010000
1735027200000,8,0.00010000
1735056000001,8,0.00010000
1735084800001,8,0.00010000
1735113600000,8,0.00010000
1735142400000,8,0.00010000
1735171200000,8,0.00009827
1735200000000,8,0.00007453
1735228800000,8,0.00008585
1735257600000,8,0.00010000
1735286400000,8,0.00010000
1735315200000,8,0.00010000
1735344000001,8,0.00010000
1735372800000,8,0.00007639
1735401600000,8,0.00005173
1735430400000,8,0.00008013
1735459200000,8,0.00010000
1735488000000,8,0.00010000
1735516800000,8,-4.2E-7
1735545600001,8,0.00008791
1735574400000,8,0.00010000
1735603200000,8,0.00010000
1735632000000,8,0.00010000
1735660800000,8,0.00010000
