calc_time,funding_interval_hours,last_funding_rate
1735689600015,8,0.00010000
1735718400000,8,0.00010000
1735747200001,8,0.00010000
1735776000000,8,0.00010000
1735804800006,8,0.00010000
1735833600000,8,0.00010000
1735862400000,8,0.00010000
1735891200000,8,0.00010000
1735920000000,8,0.00005242
1735948800000,8,0.00007699
1735977600000,8,0.00010000
1736006400000,8,0.00000798
1736035200000,8,0.00010000
1736064000000,8,0.00010000
1736092800000,8,0.00008320
1736121600000,8,0.00010000
1736150400001,8,0.00010000
1736179200000,8,0.00010000
1736208000000,8,0.00010000
1736236800000,8,0.00008903
1736265600008,8,0.00008279
1736294400001,8,0.00010000
1736323200000,8,0.00010000
1736352000000,8,0.00010000
1736380800000,8,0.00010000
1736409600000,8,0.00009834
1736438400000,8,-0.00000544
1736467200000,8,0.00003966
1736496000000,8,-0.00001060
1736524800000,8,0.00008078
1736553600000,8,0.00005680
1736582400000,8,0.00004055
1736611200000,8,0.00002608
1736640000000,8,0.00005009
1736668800000,8,0.00003210
1736697600000,8,0.00006647
1736726400000,8,0.00005266
1736755200000,8,0.00006989
1736784000000,8,0.00000881
1736812800000,8,0.00010000
1736841600000,8,0.00010000
1736870400000,8,0.00009496
1736899200000,8,0.00004989
1736928000000,8,0.00008795
1736956800000,8,0.00005844
1736985600000,8,0.00000728
1737014400000,8,0.00007568
1737043200000,8,0.00004598
1737072000004,8,0.00004597
1737100800000,8,0.00009386
1737129600008,8,0.00003432
1737158400000,8,0.00006707
1737187200007,8,0.00010000
1737216000000,8,0.00010000
1737244800000,8,0.00010000
1737273600000,8,0.00010000
1737302400000,8,0.00010000
1737331200000,8,0.00010000
1737360000009,8,0.00010000
1737388800000,8,0.00010000
1737417600000,8,0.00010000
1737446400000,8,0.00010000
1737475200000,8,0.00010000
1737504000000,8,0.00010000
1737532800000,8,0.00010000
1737561600000,8,0.00010000
1737590400001,8,0.00008654
1737619200000,8,0.00010000
1737648000000,8,0.00008616
1737676800000,8,0.00000334
1737705600000,8,0.00007537
1737734400000,8,0.00009540
1737763200000,8,0.00005702
1737792000000,8,0.00008495
1737820800001,8,0.00007782
1737849600000,8,0.00008363
1737878400000,8,0.00010000
1737907200000,8,0.00008443
1737936000000,8,0.00009084
1737964800000,8,0.00003712
1737993600000,8,9.8E-7
1738022400000,8,0.00010000
1738051200000,8,0.00003714
1738080000000,8,0.00009848
1738108800000,8,0.00010000
1738137600000,8,0.00010000
1738166400000,8,0.00009949
1738195200000,8,0.00007590
1738224000000,8,0.00010000
1738252800000,8,0.00009499
1738281600000,8,0.00001225
1738310400000,8,0.00010000
1738339200000,8,0.00010000
