calc_time,funding_interval_hours,last_funding_rate
1709251200000,8,0.00053322
1709280000000,8,0.00064824
1709308800000,8,0.00046010
1709337600000,8,0.00033426
1709366400001,8,0.00057174
1709395200000,8,0.00056396
1709424000000,8,0.00046267
1709452800000,8,0.00042989
1709481600000,8,0.00044598
1709510400000,8,0.00055071
1709539200000,8,0.00046833
1709568000000,8,0.00063620
1709596800000,8,0.00048960
1709625600000,8,0.00082969
1709654400000,8,0.00088148
1709683200000,8,0.00036280
1709712000001,8,0.00033876
1709740800000,8,0.00049354
1709769600000,8,0.00030311
1709798400000,8,0.00040984
1709827200000,8,0.00054217
1709856000000,8,0.00034819
1709884800000,8,0.00043497
1709913600000,8,0.00062913
1709942400000,8,0.00019134
1709971200001,8,0.00031281
1710000000000,8,0.00026407
1710028800000,8,0.00031010
1710057600000,8,0.00063451
1710086400000,8,0.00054479
1710115200000,8,0.00035489
1710144000000,8,0.00078428
1710172800000,8,0.00066396
1710201600000,8,0.00044470
1710230400000,8,0.00045300
1710259200000,8,0.00047935
1710288000000,8,0.00033224
1710316800001,8,0.00064420
1710345600000,8,0.00045402
1710374400001,8,0.00024393
1710403200000,8,0.00038753
1710432000000,8,0.00038258
1710460800000,8,0.00038515
1710489600000,8,0.00014328
1710518400000,8,0.00015306
1710547200000,8,0.00010000
1710576000000,8,0.00023202
1710604800000,8,0.00020813
1710633600000,8,0.00013089
1710662400000,8,0.00017773
1710691200000,8,0.00024827
1710720000000,8,0.00020181
1710748800000,8,0.00030597
1710777600001,8,0.00027195
1710806400000,8,0.00026923
1710835200000,8,0.00029065
1710864000001,8,0.00024018
1710892800000,8,0.00015847
1710921600004,8,0.00018388
1710950400000,8,0.00010000
1710979200000,8,0.00010403
1711008000000,8,0.00019304
1711036800000,8,0.00019510
1711065600000,8,0.00016271
1711094400000,8,0.00010000
1711123200000,8,0.00011993
1711152000000,8,0.00010000
1711180800000,8,0.00010000
1711209600000,8,0.00010806
1711238400000,8,0.00010351
1711267200000,8,0.00014616
1711296000000,8,0.00015884
1711324800000,8,0.00025549
1711353600001,8,0.00016324
1711382400000,8,0.00028815
1711411200000,8,0.00021963
1711440000000,8,0.00018348
1711468800000,8,0.00026764
1711497600000,8,0.00028757
1711526400001,8,0.00029551
1711555200000,8,0.00043631
1711584000000,8,0.00024195
1711612800000,8,0.00029899
1711641600000,8,0.00029430
1711670400000,8,0.00018250
1711699200000,8,0.00025456
1711728000000,8,0.00030170
1711756800000,8,0.00019624
1711785600000,8,0.00032267
1711814400000,8,0.00034360
1711843200000,8,0.00032351
1711872000000,8,0.00039889
1711900800001,8,0.00040301
