calc_time,funding_interval_hours,last_funding_rate
1711929600000,8,0.00070161
1711958400000,8,0.00033491
1711987200000,8,0.00027469
1712016000007,8,0.00010926
1712044800015,8,0.00010000
1712073600000,8,0.00016456
1712102400000,8,0.00010000
1712131200000,8,0.00010000
1712160000000,8,0.00010000
1712188800000,8,0.00010000
1712217600000,8,0.00010000
1712246400000,8,0.00010000
1712275200000,8,0.00010000
1712304000000,8,0.00010000
1712332800000,8,0.00010000
1712361600000,8,0.00010000
1712390400000,8,0.00010000
1712419200000,8,0.00010000
1712448000000,8,0.00010000
1712476800000,8,0.00010000
1712505600000,8,0.00010000
1712534400001,8,0.00010000
1712563200000,8,0.00010000
1712592000006,8,0.00035189
1712620800000,8,0.00020915
1712649600001,8,0.00020603
1712678400001,8,0.00019061
1712707200000,8,0.00011929
1712736000001,8,0.00012457
1712764800000,8,0.00010000
1712793600000,8,0.00013979
1712822400000,8,0.00020153
1712851200000,8,0.00019763
1712880000000,8,0.00011258
1712908800001,8,0.00025630
1712937600000,8,0.00012214
1712966400000,8,0.00010000
1712995200000,8,0.00010000
1713024000001,8,0.00010000
1713052800000,8,0.00010000
1713081600000,8,0.00010000
1713110400000,8,0.00010000
1713139200000,8,0.00010000
1713168000001,8,0.00001759
1713196800000,8,0.00010000
1713225600001,8,0.00005953
1713254400000,8,0.00009525
1713283200000,8,0.00003513
1713312000000,8,0.00006375
1713340800000,8,0.00003574
1713369600000,8,0.00006534
1713398400000,8,0.00006937
1713427200000,8,0.00005982
1713456000000,8,-0.00003334
1713484800001,8,-0.00003120
1713513600000,8,0.00006641
1713542400000,8,0.00005880
1713571200000,8,0.00010000
1713600000000,8,-0.00000766
1713628800000,8,0.00004204
1713657600000,8,0.00003186
1713686400000,8,-0.00002093
1713715200000,8,0.00008271
1713744000000,8,0.00004409
1713772800000,8,0.00002497
1713801600000,8,0.00000898
1713830400000,8,-0.00001236
1713859200000,8,0.00005240
1713888000001,8,-0.00001083
1713916800000,8,0.00001413
1713945600000,8,0.00005302
1713974400000,8,0.00007047
1714003200000,8,0.00007020
1714032000000,8,0.00004069
1714060800010,8,0.00001140
1714089600001,8,0.00001709
1714118400000,8,0.00000685
1714147200000,8,0.00005562
1714176000000,8,0.00010000
1714204800001,8,0.00007470
1714233600000,8,0.00002834
1714262400000,8,0.00001006
1714291200000,8,-0.00002081
1714320000000,8,0.00002782
1714348800000,8,0.00002472
1714377600000,8,0.00005544
1714406400000,8,0.00006828
1714435200000,8,0.00009740
1714464000000,8,0.00009154
1714492800000,8,0.00010000
