calc_time,funding_interval_hours,last_funding_rate
1748736000001,8,-0.00000582
1748764800002,8,0.00002335
1748793600000,8,0.00004117
1748822400001,8,-0.00000642
1748851200000,8,0.00005593
1748880000000,8,0.00004467
1748908800000,8,0.00005005
1748937600000,8,0.00006066
1748966400001,8,0.00004456
1748995200000,8,-1.1E-7
1749024000000,8,0.00002611
1749052800000,8,0.00000962
1749081600016,8,7.4E-7
1749110400000,8,0.00002871
1749139200000,8,0.00005156
1749168000002,8,-0.00003491
1749196800000,8,-0.00003030
1749225600006,8,-0.00002995
1749254400000,8,-0.00002890
1749283200000,8,-0.00003158
1749312000002,8,0.00000294
1749340800000,8,0.00004808
1749369600000,8,0.00005613
1749398400000,8,-0.00003602
1749427200000,8,-0.00002164
1749456000001,8,0.00004024
1749484800001,8,0.00003057
1749513600000,8,0.00006374
1749542400001,8,0.00010000
1749571200003,8,0.00008165
1749600000000,8,0.00008779
1749628800000,8,0.00008390
1749657600010,8,0.00005039
1749686400002,8,0.00001856
1749715200003,8,0.00007247
1749744000001,8,0.00001198
1749772800000,8,-0.00001801
1749801600001,8,-0.00000270
1749830400004,8,0.00003857
1749859200000,8,0.00001958
1749888000000,8,0.00003858
1749916800000,8,0.00001135
1749945600005,8,-0.00003641
1749974400009,8,0.00001439
1750003200000,8,0.00007369
1750032000000,8,0.00000936
1750060800000,8,0.00005070
1750089600003,8,0.00002793
1750118400000,8,0.00001847
1750147200006,8,0.00005776
1750176000001,8,0.00002211
1750204800001,8,-0.00001752
1750233600001,8,0.00003695
1750262400001,8,0.00006692
1750291200005,8,0.00000845
1750320000003,8,0.00000616
1750348800000,8,0.00002396
1750377600000,8,0.00003565
1750406400002,8,0.00007862
1750435200001,8,0.00002400
1750464000002,8,0.00003977
1750492800005,8,0.00001933
1750521600000,8,0.00007440
1750550400005,8,0.00002883
1750579200000,8,0.00010000
1750608000003,8,0.00004145
1750636800000,8,-0.00001061
1750665600004,8,-0.00002809
1750694400013,8,0.00004889
1750723200003,8,0.00001245
1750752000000,8,0.00001218
1750780800000,8,0.00000447
1750809600005,8,-0.00003174
1750838400000,8,0.00002747
1750867200005,8,0.00000962
1750896000000,8,0.00000141
1750924800006,8,0.00003805
1750953600007,8,0.00000682
1750982400000,8,0.00001113
1751011200000,8,0.00002663
1751040000009,8,0.00002557
1751068800001,8,-0.00001161
1751097600002,8,0.00006053
1751126400000,8,0.00004434
1751155200004,8,0.00001250
1751184000001,8,0.00005360
1751212800001,8,0.00010000
1751241600000,8,0.00001084
1751270400005,8,0.00002959
1751299200002,8,0.00004923
