calc_time,funding_interval_hours,last_funding_rate
1719792000000,8,0.00010000
1719820800000,8,0.00010000
1719849600001,8,0.00010000
1719878400000,8,0.00010000
1719907200000,8,0.00010000
1719936000000,8,0.00010000
1719964800000,8,0.00010000
1719993600001,8,0.00010000
1720022400000,8,0.00010000
1720051200000,8,0.00010000
1720080000000,8,0.00010000
1720108800000,8,0.00010000
1720137600000,8,0.00010000
1720166400000,8,0.00010000
1720195200000,8,0.00001762
1720224000000,8,0.00005729
1720252800000,8,0.00007512
1720281600000,8,0.00003250
1720310400001,8,0.00008164
1720339200000,8,0.00010000
1720368000000,8,0.00010000
1720396800000,8,0.00007905
1720425600000,8,0.00008222
1720454400000,8,0.00010000
1720483200000,8,0.00010000
1720512000001,8,0.00000861
1720540800000,8,0.00010000
1720569600000,8,0.00010000
1720598400000,8,0.00009225
1720627200000,8,0.00005485
1720656000002,8,0.00010000
1720684800002,8,0.00010000
1720713600004,8,0.00010000
1720742400000,8,0.00006378
1720771200000,8,0.00003026
1720800000000,8,0.00004037
1720828800000,8,0.00008319
1720857600000,8,0.00006865
1720886400000,8,0.00010000
1720915200000,8,0.00008737
1720944000000,8,0.00003710
1720972800000,8,0.00008342
1721001600000,8,0.00004590
1721030400000,8,0.00003202
1721059200000,8,-0.00000514
1721088000000,8,-0.00005062
1721116800000,8,0.00008814
1721145600000,8,0.00002717
1721174400000,8,-0.00003419
1721203200001,8,0.00001775
1721232000000,8,0.00002143
1721260800000,8,0.00000689
1721289600000,8,0.00001546
1721318400000,8,0.00003127
1721347200000,8,0.00004029
1721376000000,8,0.00004855
1721404800000,8,0.00004606
1721433600001,8,-0.00003077
1721462400000,8,0.00001944
1721491200000,8,0.00001622
1721520000000,8,-0.00005313
1721548800000,8,0.00002194
1721577600000,8,0.00000646
1721606400000,8,0.00009136
1721635200000,8,0.00005953
1721664000000,8,0.00002769
1721692800000,8,0.00004709
1721721600000,8,0.00004310
1721750400000,8,0.00004642
1721779200000,8,0.00010000
1721808000000,8,0.00010000
1721836800000,8,0.00010000
1721865600000,8,0.00010000
1721894400000,8,0.00010000
1721923200000,8,0.00010000
1721952000000,8,0.00010000
1721980800000,8,0.00010000
1722009600000,8,0.00003340
1722038400000,8,0.00006547
1722067200000,8,0.00008022
1722096000000,8,0.00009109
1722124800000,8,0.00008180
1722153600000,8,0.00009177
1722182400001,8,0.00002804
1722211200001,8,0.00008361
1722240000000,8,0.00005623
1722268800001,8,0.00010000
1722297600000,8,0.00003396
1722326400001,8,0.00003562
1722355200000,8,0.00007691
1722384000000,8,0.00003063
1722412800000,8,0.00007178
1722441600000,8,0.00003826
