calc_time,funding_interval_hours,last_funding_rate
1722470400000,8,0.00008208
1722499200000,8,0.00010000
1722528000000,8,0.00010000
1722556800000,8,0.00010000
1722585600001,8,0.00010000
1722614400000,8,0.00010000
1722643200000,8,0.00010000
1722672000000,8,0.00009788
1722700800001,8,0.00004247
1722729600000,8,0.00010000
1722758400000,8,0.00005343
1722787200000,8,0.00010000
1722816000000,8,0.00010000
1722844800000,8,0.00004429
1722873600000,8,0.00005967
1722902400000,8,0.00003566
1722931200000,8,-0.00002845
1722960000000,8,0.00004485
1722988800000,8,-0.00000730
1723017600001,8,-0.00006859
1723046400000,8,0.00003241
1723075200001,8,0.00002637
1723104000000,8,0.00003086
1723132800000,8,0.00001147
1723161600000,8,0.00004994
1723190400000,8,0.00002184
1723219200000,8,0.00004846
1723248000000,8,-0.00003942
1723276800000,8,-0.00001379
1723305600000,8,-0.00001949
1723334400000,8,0.00004049
1723363200000,8,-0.00001839
1723392000001,8,0.00001185
1723420800000,8,0.00001113
1723449600000,8,0.00008783
1723478400000,8,-0.00002238
1723507200000,8,0.00006140
1723536000000,8,0.00000521
1723564800000,8,-0.00003902
1723593600000,8,0.00001152
1723622400000,8,-0.00001330
1723651200000,8,-0.00007811
1723680000000,8,-0.00008488
1723708800000,8,0.00006339
1723737600000,8,-0.00006181
1723766400000,8,-0.00011235
1723795200000,8,-0.00007387
1723824000000,8,-0.00000557
1723852800000,8,0.00001912
1723881600000,8,0.00004177
1723910400000,8,-0.00000152
1723939200000,8,0.00003966
1723968000000,8,-0.00001323
1723996800000,8,-0.00003149
1724025600000,8,-0.00003616
1724054400000,8,-0.00006750
1724083200002,8,-0.00001957
1724112000000,8,-0.00002656
1724140800000,8,0.00001349
1724169600001,8,0.00001419
1724198400001,8,-0.00006756
1724227200000,8,-0.00000591
1724256000001,8,0.00000396
1724284800000,8,-0.00002229
1724313600000,8,0.00001338
1724342400008,8,-0.00007261
1724371200000,8,-0.00003329
1724400000000,8,0.00002391
1724428800000,8,-0.00004317
1724457600000,8,-0.00000772
1724486400005,8,-0.00000723
1724515200000,8,0.00006395
1724544000000,8,-0.00004806
1724572800000,8,-0.00001531
1724601600000,8,0.00003108
1724630400000,8,0.00002439
1724659200001,8,0.00003448
1724688000000,8,0.00003789
1724716800001,8,0.00002795
1724745600000,8,0.00001751
1724774400000,8,0.00007753
1724803200000,8,-0.00006803
1724832000000,8,0.00002433
1724860800001,8,0.00001143
1724889600000,8,-0.00000976
1724918400001,8,-0.00001644
1724947200000,8,0.00000559
1724976000000,8,0.00000936
1725004800000,8,0.00003578
1725033600000,8,0.00002927
1725062400000,8,-0.00001749
1725091200000,8,0.00003578
1725120000000,8,0.00003800
