calc_time,funding_interval_hours,last_funding_rate
1738368000000,8,0.00008098
1738396800000,8,0.00005369
1738425600000,8,0.00005968
1738454400001,8,0.00005824
1738483200000,8,0.00003380
1738512000000,8,-0.00000861
1738540800000,8,0.00010000
1738569600000,8,0.00010000
1738598400000,8,0.00004845
1738627200000,8,0.00002612
1738656000001,8,0.00006800
1738684800000,8,0.00004138
1738713600001,8,-0.00000461
1738742400001,8,0.00004774
1738771200000,8,0.00001610
1738800000001,8,0.00002186
1738828800001,8,-0.00000238
1738857600000,8,0.00005903
1738886400000,8,0.00007983
1738915200000,8,0.00006989
1738944000000,8,0.00005167
1738972800000,8,-0.00004100
1739001600000,8,0.00001137
1739030400000,8,0.00000324
1739059200000,8,0.00003873
1739088000000,8,0.00009600
1739116800000,8,0.00002839
1739145600000,8,0.00001802
1739174400000,8,0.00009176
1739203200000,8,0.00007457
1739232000000,8,0.00004218
1739260800000,8,0.00007090
1739289600000,8,-0.00002446
1739318400000,8,0.00001298
1739347200000,8,0.00004899
1739376000001,8,0.00004960
1739404800001,8,0.00010000
1739433600000,8,0.00004117
1739462400001,8,0.00000805
1739491200000,8,0.00004100
1739520000001,8,0.00005510
1739548800000,8,0.00007093
1739577600000,8,5.5E-7
1739606400000,8,0.00003297
1739635200000,8,0.00003735
1739664000000,8,0.00003390
1739692800000,8,0.00000182
1739721600000,8,0.00003799
1739750400000,8,0.00006239
1739779200000,8,0.00006397
1739808000000,8,0.00002009
1739836800000,8,0.00009488
1739865600000,8,0.00010000
1739894400000,8,0.00010000
1739923200000,8,0.00007007
1739952000000,8,0.00007779
1739980800000,8,0.00008960
1740009600000,8,0.00002420
1740038400000,8,0.00003269
1740067200000,8,0.00007346
1740096000001,8,0.00000123
1740124800000,8,0.00002286
1740153600000,8,-9.7E-7
1740182400000,8,0.00010000
1740211200000,8,0.00006466
1740240000000,8,0.00002318
1740268800000,8,0.00004112
1740297600000,8,0.00003140
1740326400000,8,0.00001478
1740355200000,8,-0.00002970
1740384000000,8,0.00006881
1740412800000,8,0.00002050
1740441600000,8,0.00010000
1740470400000,8,0.00005245
1740499200000,8,0.00001385
1740528000000,8,0.00003521
1740556800000,8,0.00006005
1740585600000,8,0.00010000
1740614400001,8,0.00009305
1740643200000,8,-0.00000617
1740672000000,8,0.00009433
1740700800001,8,0.00009444
1740729600000,8,0.00009521
1740758400000,8,-0.00000373
