calc_time,funding_interval_hours,last_funding_rate
1746057600000,8,0.00003519
1746086400000,8,0.00005755
1746115200001,8,-0.00008028
1746144000000,8,-0.00012232
1746172800000,8,-0.00009382
1746201600003,8,-0.00008689
1746230400000,8,-0.00005953
1746259200000,8,0.00003198
1746288000000,8,-0.00001483
1746316800001,8,0.00000370
1746345600001,8,0.00003229
1746374400002,8,0.00003745
1746403200000,8,-0.00002404
1746432000000,8,0.00003636
1746460800006,8,-0.00002247
1746489600002,8,0.00001978
1746518400005,8,0.00004440
1746547200000,8,0.00000757
1746576000002,8,0.00001218
1746604800000,8,-2.5E-7
1746633600006,8,0.00001320
1746662400000,8,0.00002318
1746691200001,8,0.00004608
1746720000002,8,0.00005728
1746748800001,8,0.00010000
1746777600006,8,0.00010000
1746806400000,8,0.00004378
1746835200001,8,0.00009657
1746864000000,8,0.00010000
1746892800001,8,0.00004257
1746921600000,8,0.00010000
1746950400001,8,0.00004150
1746979200001,8,0.00010000
1747008000004,8,0.00004454
1747036800000,8,0.00010000
1747065600000,8,0.00002301
1747094400000,8,0.00006847
1747123200008,8,0.00010000
1747152000001,8,0.00007256
1747180800007,8,0.00009921
1747209600000,8,0.00007542
1747238400002,8,0.00003175
1747267200000,8,0.00002978
1747296000003,8,0.00005336
1747324800000,8,0.00001439
1747353600001,8,0.00004504
1747382400000,8,0.00007535
1747411200000,8,0.00004768
1747440000000,8,0.00002821
1747468800001,8,0.00003340
1747497600004,8,0.00000597
1747526400000,8,0.00006742
1747555200000,8,0.00005903
1747584000000,8,0.00010000
1747612800000,8,0.00005990
1747641600006,8,0.00006040
1747670400010,8,0.00002110
1747699200000,8,0.00008378
1747728000002,8,0.00007107
1747756800000,8,0.00001266
1747785600000,8,0.00008767
1747814400001,8,0.00007147
1747843200004,8,0.00005119
1747872000001,8,0.00010000
1747900800000,8,0.00010000
1747929600002,8,0.00010000
1747958400006,8,0.00009321
1747987200000,8,0.00007261
1748016000007,8,0.00008614
1748044800010,8,0.00003524
1748073600000,8,0.00004590
1748102400003,8,0.00007837
1748131200004,8,0.00009794
1748160000000,8,0.00005113
1748188800000,8,0.00003651
1748217600000,8,0.00007331
1748246400000,8,0.00010000
1748275200002,8,0.00009782
1748304000003,8,0.00007650
1748332800001,8,0.00007266
1748361600005,8,0.00002476
1748390400002,8,0.00003260
1748419200003,8,0.00002164
1748448000002,8,0.00005368
1748476800000,8,0.00003186
1748505600006,8,0.00002812
1748534400000,8,0.00008379
1748563200003,8,0.00002622
1748592000003,8,0.00003849
1748620800000,8,0.00007392
1748649600000,8,0.00008506
1748678400000,8,0.00007552
1748707200000,8,0.00004687
