calc_time,funding_interval_hours,last_funding_rate
1714521600000,8,0.00010000
1714550400000,8,0.00008946
1714579200000,8,0.00009902
1714608000000,8,0.00006634
1714636800000,8,0.00006169
1714665600002,8,-0.00000123
1714694400000,8,-0.00001549
1714723200000,8,-0.00003764
1714752000000,8,0.00008091
1714780800000,8,0.00002703
1714809600000,8,0.00007455
1714838400000,8,0.00006265
1714867200000,8,0.00006906
1714896000000,8,0.00000647
1714924800000,8,0.00003893
1714953600000,8,0.00000602
1714982400000,8,-0.00001031
1715011200000,8,0.00007746
1715040000000,8,0.00006064
1715068800000,8,0.00001581
1715097600000,8,0.00009028
1715126400000,8,0.00004891
1715155200000,8,0.00005553
1715184000000,8,0.00009292
1715212800000,8,0.00005648
1715241600000,8,0.00003315
1715270400000,8,0.00007253
1715299200000,8,0.00001026
1715328000000,8,0.00005934
1715356800000,8,0.00007653
1715385600000,8,0.00008881
1715414400000,8,0.00003771
1715443200000,8,0.00005067
1715472000000,8,0.00002604
1715500800000,8,0.00002830
1715529600000,8,0.00010000
1715558400001,8,0.00010000
1715587200001,8,0.00008469
1715616000000,8,0.00009151
1715644800000,8,0.00009866
1715673600000,8,0.00010000
1715702400000,8,0.00004392
1715731200000,8,0.00010000
1715760000000,8,-0.00000385
1715788800000,8,0.00002373
1715817600004,8,0.00002103
1715846400000,8,0.00005148
1715875200000,8,0.00003543
1715904000000,8,0.00004647
1715932800000,8,0.00000815
1715961600000,8,-0.00000298
1715990400000,8,0.00000628
1716019200000,8,0.00008012
1716048000000,8,-0.00000792
1716076800000,8,0.00003339
1716105600000,8,0.00005210
1716134400000,8,0.00004779
1716163200000,8,0.00005607
1716192000000,8,0.00002479
1716220800003,8,0.00002552
1716249600000,8,0.00010000
1716278400001,8,0.00010517
1716307200000,8,0.00010000
1716336000000,8,0.00010000
1716364800000,8,0.00015759
1716393600000,8,0.00010000
1716422400000,8,0.00010000
1716451200000,8,0.00010000
1716480000000,8,0.00010000
1716508800000,8,0.00010000
1716537600000,8,0.00010000
1716566400000,8,0.00010000
1716595200000,8,0.00010000
1716624000000,8,0.00010000
1716652800000,8,0.00010000
1716681600000,8,0.00010000
1716710400000,8,0.00010000
1716739200000,8,0.00010000
1716768000000,8,0.00010000
1716796800000,8,0.00010000
1716825600000,8,0.00010000
1716854400000,8,0.00010000
1716883200000,8,0.00010000
1716912000000,8,0.00010000
1716940800001,8,0.00010000
1716969600000,8,0.00010000
1716998400000,8,0.00012558
1717027200000,8,0.00010000
1717056000000,8,0.00010000
1717084800000,8,0.00010000
1717113600000,8,0.00014599
1717142400000,8,0.00012268
1717171200000,8,0.00010000
