close,volume,normal_return,log_return,7d_rolling_mean,7d_rolling_volatility,30d_rolling_mean,30d_rolling_volatility,7d_zscore,30d_zscore,30d_zscore_return,30d_zscore_logreturn,volume_change_%,7d_zscore_volume_change,30d_zscore_volume_change
105857.99,13453.98813,,,,,,,,,,,,,
105376.89,13259.52634,-0.4544767948078454,-0.004555126803574655,,,,,,,,,-1.4453839866736873,,
104696.86,14034.89482,-0.645331248625769,-0.00647422512636591,,,,,,,,,5.847633317496004,,
101508.68,22321.50154,-3.0451534076571196,-0.030924814911036578,,,,,,,,,59.04288436983101,,
104288.44,15839.07385,2.7384456186406947,0.027016209665029333,,,,,,,,,-29.041181115811266,,
105552.15,8344.93206,1.2117450409652175,0.012044621848145592,,,,,,,,,-47.31426762051495,,
105734.0,8048.06305,0.17228450581063814,0.0017213626629398297,104716.43000000001,,,,0.6674333441698658,,,,-3.557476656077163,,
110263.02,19975.37451,4.2834093101556725,0.0419420963494116,105345.72,2.403019306115569,,,1.8895016353760914,,,,148.20101912596226,1.9616289240743554,
110274.39,17071.82839,0.010311707406529536,0.00010311175786527098,106045.36285714286,2.375004214536313,,,1.3209236073336457,,,,-14.535627948033913,-0.47127876891025444,
108645.12,13115.91638,-1.4774690660270262,-0.01488492352072924,106609.40000000001,2.470997296971376,,,0.6222721019518794,,,,-23.172163634899324,-0.5252682633857276,
105671.73,17778.67218,-2.7367911232460296,-0.027749388787279217,107204.12142857142,2.3977562712042535,,,-0.6204507581637073,,,,35.550362360574915,0.39318045499875026,
106066.59,26180.81734,0.3736666372359032,0.0037297023772628075,107458.14285714286,2.205149775553753,,,-0.6336086114399413,,,,47.25968888414478,0.4123131153979867,
105414.64,8798.93969,-0.6146610351101089,-0.0061655785271072,107438.49857142857,2.182038134634183,,,-0.9130282988395046,,,,-66.39165395132008,-1.2199440191111504,
105594.01,7164.20047,0.17015663099546607,0.0017001202861056666,107418.5,2.1820105309654623,,,-0.8162757878083414,,,,-18.578820603326573,-0.4874489082482897,
106794.53,14922.6654,1.1369205507016922,0.011305061807508105,106923.00142857143,1.2977816472408918,,,-0.06941107407892243,,,,108.29491668314523,1.703964568492308,
104551.17,17866.33025,-2.100631933114927,-0.02123009135616664,106105.39857142857,1.413556823698059,,,-1.1880300209073873,,,,19.72613317457348,0.08892770098952499,
104886.78,13968.64167,0.32100071190022117,0.0032048660451346727,105568.49285714285,1.4226739097081675,,,-0.9211879209880841,,,,-21.81583193336527,-0.6467792203841346,
104658.59,7678.60737,-0.21755839963816248,-0.0021779540173212956,105423.75857142857,1.022916807792024,,,-0.9422673552261617,,,,-45.029677534852254,-0.807703685064687,
103297.99,16419.06283,-1.3000366238452021,-0.013085610610985732,105028.24428571427,1.0788251213759397,,,-1.6056711698509831,,,,113.82865458323334,1.4007738548899937,
102120.01,11154.21332,-1.1403706887229914,-0.011469227749354669,104557.58285714286,1.11617559800136,,,-1.6116697204565542,,,,-32.06546904967291,-0.7464209546226255,
100963.87,28746.41072,-1.132138549535977,-0.011385960226360707,103896.13428571427,1.1045944220167152,,,-1.5141119762190847,,,,157.7179572893447,1.3957431870373964,
105333.93,27666.50609,4.3283404251441615,0.0423728593887924,103687.47714285714,2.1350130766616786,,,1.0125277873482719,,,,-3.7566590156894564,-0.39261939342607904,
106083.0,14651.69335,0.7111383767794521,0.007086217120930923,103906.31000000001,1.9710658304850737,,,1.1769560914179762,,,,-47.041764860595016,-0.7751953004486445,
107340.58,16701.15551,1.185467982617383,0.011784963544526447,104256.85285714285,2.004921871339433,,,1.3678478047062894,,,,13.987885980428327,-0.10481265088110514,
106947.06,10573.27279,-0.36660878858676416,-0.003672824455672302,104583.77714285713,2.0127036820047395,,,0.9539687684897767,,,,-36.691369745829036,-0.7521647765263346,
107047.59,12232.44042,0.09399977895605538,0.0009395562683027059,105119.43428571429,1.890174402705944,,,0.7540529479349642,,,,15.692091398315288,0.08592190673894644,
107296.79,3282.17352,0.2327936574751499,0.0023252311283283957,105858.97428571428,1.7548607561837606,,,0.6310589875157859,,,,-73.16828525374498,-1.0206061576617973,
108356.93,6831.7364,0.9880444699230884,0.00983195226177919,106915.12571428572,1.5528795624811567,,,1.4901944356137158,,,,108.14671614314895,1.8835913320309954,
107146.5,9754.12491,-1.11707668351253,-0.011233628430860393,107174.06428571428,0.8068586312831947,,,-0.041085327928187414,,,,42.77665792257444,0.639001218436787,
108849.6,17691.89592,1.5895059567974767,0.015770055994938744,107569.29285714285,0.94719901967486,105887.31433333334,,1.7465336586594573,1.331407582691563,,,81.37860734038927,0.9434159002874366,
109584.78,13047.08225,0.6754090047184302,0.006731383365643195,107889.89285714286,0.8922431380341231,106011.54066666665,1.6931651752898351,1.626567189602459,1.5368619259344145,0.32262916729225494,0.33152551584284234,-26.25390569220577,-0.6416826128648506,-0.667396020163343
107984.24,11793.86615,-1.4605495398174795,-0.014713205707567904,108038.06142857143,1.099967204339656,106098.45233333335,1.7149466161841629,-0.05631248265447531,0.8027739783923228,-0.9074091876045933,-0.9109954685903365,-9.605336089607308,-0.46800931455188616,-0.3968998615873052
108198.12,3736.9757,0.19806593999271982,0.001978700480306492,108202.42285714285,1.0998952777178685,106215.161,1.7092850866679081,-0.005061374530594834,0.8388215847202934,0.043494163140211976,0.05192448856621243,-68.31424358669697,-1.0679566813434098,-1.2561936660501325
