bar_time,spot_close,spot_vol,prep_close,perp_vol,funding_rate
2024-01-07 20:00:00+00:00,43929.02,4691.67958,43916.9,36161.785,0.0001
2024-01-08 00:00:00+00:00,43518.2,7371.99098,43501.9,49205.414,0.0001
2024-01-08 04:00:00+00:00,43974.55,7157.43221,43970.0,52687.145,0.0001
2024-01-08 08:00:00+00:00,44635.99,6636.26767,44637.2,48551.307,0.0001
2024-01-08 12:00:00+00:00,44963.04,17212.53878,44969.6,124466.243,0.0001
2024-01-08 16:00:00+00:00,46979.35,24462.97732,47006.7,168436.314,0.0001
2024-01-08 20:00:00+00:00,46951.04,9973.36893,46972.7,51741.56,0.0001
2024-01-09 00:00:00+00:00,46926.96,10102.12931,46932.8,62275.549,0.0001
2024-01-09 04:00:00+00:00,46825.51,4707.40981,46841.0,25566.034,0.0001
2024-01-09 08:00:00+00:00,46615.99,6018.83491,46624.4,37564.557,0.0001
2024-01-09 12:00:00+00:00,46868.09,15811.82358,46868.8,127284.89,0.0001
2024-01-09 16:00:00+00:00,46876.01,7310.48299,46873.5,42262.943,0.0001
2024-01-09 20:00:00+00:00,46110.0,25976.98557,46114.0,218408.8,0.0001
2024-01-10 00:00:00+00:00,46117.1,6964.52629,46133.6,36681.322,0.0001
2024-01-10 04:00:00+00:00,45757.98,4441.30134,45766.4,21755.225,0.0001
2024-01-10 08:00:00+00:00,45515.89,8371.11286,45530.2,54054.765,0.0001
2024-01-10 12:00:00+00:00,45546.4,17519.34998,45569.0,149727.617,0.0001
2024-01-10 16:00:00+00:00,46489.18,17808.51212,46498.9,130065.437,0.0001
2024-01-10 20:00:00+00:00,46653.99,34806.60944,46662.9,276373.108,0.0001
2024-01-11 00:00:00+00:00,46502.16,7964.915,46502.4,40763.102,0.0001
2024-01-11 04:00:00+00:00,46101.4,7551.87335,46096.1,42163.348,0.0001
2024-01-11 08:00:00+00:00,47060.0,8538.48554,47068.5,50256.742,0.0001
2024-01-11 12:00:00+00:00,46783.78,36318.80534,46813.4,278574.629,0.0001
2024-01-11 16:00:00+00:00,46692.3,19172.2659,46698.4,136031.851,0.0001
2024-01-11 20:00:00+00:00,46339.16,7923.98447,46337.8,48908.707,0.0001
2024-01-12 00:00:00+00:00,45994.0,5377.44001,45997.0,37819.707,0.0001
2024-01-12 04:00:00+00:00,46008.19,5766.26871,46002.6,35158.293,0.0001
2024-01-12 08:00:00+00:00,45954.35,7038.70566,45958.0,47922.902,0.0001
2024-01-12 12:00:00+00:00,44462.01,19196.21655,44495.1,122262.686,0.0001
2024-01-12 16:00:00+00:00,43472.55,26388.04032,43497.5,179066.407,0.0001
2024-01-12 20:00:00+00:00,42782.73,22561.26582,42788.9,153713.263,0.0001
2024-01-13 00:00:00+00:00,42609.94,9945.53429,42625.6,39049.139,0.0001
2024-01-13 04:00:00+00:00,43102.97,6237.82222,43102.1,33842.417,0.0001
2024-01-13 08:00:00+00:00,42624.0,6962.30044,42631.9,42897.598,0.0001
2024-01-13 12:00:00+00:00,43154.48,6063.35625,43159.7,44715.766,0.0001
2024-01-13 16:00:00+00:00,42786.25,4181.84325,42791.1,31207.956,0.0001
2024-01-13 20:00:00+00:00,42847.99,2727.61819,42846.4,16024.45,0.0001
2024-01-14 00:00:00+00:00,42681.82,2769.17313,42691.2,17785.043,0.0001
2024-01-14 04:00:00+00:00,43011.44,3036.75324,43012.8,20194.264,0.0001
2024-01-14 08:00:00+00:00,42829.99,2885.27669,42836.8,18481.558,0.0001
2024-01-14 12:00:00+00:00,42904.38,3635.86614,42908.4,18436.804,0.0001
2024-01-14 16:00:00+00:00,42660.0,4024.3682,42665.8,23087.661,0.0001
2024-01-14 20:00:00+00:00,41732.35,11876.97154,41734.9,83111.638,0.0001
2024-01-15 00:00:00+00:00,42565.99,5828.29771,42571.8,36398.917,0.0001
2024-01-15 04:00:00+00:00,42714.78,4383.51739,42713.1,25795.373,0.0001
2024-01-15 08:00:00+00:00,42697.99,3812.52325,42699.9,21197.177,0.0001
2024-01-15 12:00:00+00:00,42278.99,8595.73488,42278.7,57163.469,0.0001
2024-01-15 16:00:00+00:00,42992.67,12331.30651,42989.6,65313.134,0.0001
2024-01-15 20:00:00+00:00,42511.1,5318.51329,42515.0,34191.071,0.0001
2024-01-16 00:00:00+00:00,42924.56,4025.27939,42919.5,22087.986,0.0001
2024-01-16 04:00:00+00:00,42791.13,3648.24949,42788.1,20030.646,0.0001
2024-01-16 08:00:00+00:00,42900.54,4849.24572,42894.9,32133.083,0.0001
2024-01-16 12:00:00+00:00,43252.67,17967.98589,43251.7,121732.82,0.0001
2024-01-16 16:00:00+00:00,43166.11,7723.95687,43164.8,50349.539,0.0001
2024-01-16 20:00:00+00:00,43137.95,6831.02853,43133.0,40873.159,0.0001
2024-01-17 00:00:00+00:00,42849.0,3711.95254,42842.1,20601.204,0.0001
2024-01-17 04:00:00+00:00,42655.94,3612.2361,42654.0,24548.96,0.0001
2024-01-17 08:00:00+00:00,42680.16,4412.74724,42681.0,25131.297,0.0001
2024-01-17 12:00:00+00:00,42482.79,9542.90182,42478.3,68850.505,0.0001
2024-01-17 16:00:00+00:00,42611.11,6233.49263,42617.5,40872.097,0.0001
2024-01-17 20:00:00+00:00,42776.1,5752.88355,42783.4,29392.018,0.0001
2024-01-18 00:00:00+00:00,42592.05,2777.25237,42594.0,15331.957,0.0001
2024-01-18 04:00:00+00:00,42915.33,3393.11338,42918.3,19685.656,0.0001
2024-01-18 08:00:00+00:00,42544.59,4867.13625,42540.0,33804.674,0.0001
2024-01-18 12:00:00+00:00,42619.32,5286.53164,42618.9,41921.482,0.0001
2024-01-18 16:00:00+00:00,41022.32,17408.6553,41014.2,151310.93,0.0001
2024-01-18 20:00:00+00:00,41327.5,10174.82747,41323.1,73026.057,0.0001
2024-01-19 00:00:00+00:00,41055.87,5747.52107,41049.8,36295.221,0.0001
2024-01-19 04:00:00+00:00,41284.25,5252.30425,41282.0,31853.198,0.0001
2024-01-19 08:00:00+00:00,41475.37,4432.7711,41471.7,27935.207,0.0001
2024-01-19 12:00:00+00:00,40894.71,9260.88788,40897.0,67750.17,0.0001
2024-01-19 16:00:00+00:00,41814.27,16100.60089,41818.5,138416.879,0.0001
2024-01-19 20:00:00+00:00,41659.03,7548.6604,41662.2,43691.055,0.0001
2024-01-20 00:00:00+00:00,41634.65,2986.2123,41638.0,18155.851,0.0001
2024-01-20 04:00:00+00:00,41650.95,2111.60902,41652.4,12915.098,0.0001
2024-01-20 08:00:00+00:00,41580.83,3106.35262,41583.6,21012.587,0.0001
2024-01-20 12:00:00+00:00,41570.11,2908.6422,41570.3,18279.36,0.0001
2024-01-20 16:00:00+00:00,41632.96,2143.21383,41638.4,10616.752,0.0001
2024-01-20 20:00:00+00:00,41696.04,2667.96496,41691.8,14886.414,0.0001
2024-01-21 00:00:00+00:00,41680.82,1600.89363,41677.4,7680.812,0.0001
2024-01-21 04:00:00+00:00,41648.51,1198.63686,41648.6,6744.413,0.0001
2024-01-21 08:00:00+00:00,41719.89,1972.92769,41720.9,11294.961,0.0001
2024-01-21 12:00:00+00:00,41656.28,2810.15162,41652.8,17377.056,0.0001
2024-01-21 16:00:00+00:00,41719.4,2101.04396,41721.2,11626.497,0.0001
2024-01-21 20:00:00+00:00,41580.33,2046.50925,41580.0,12311.813,0.0001
2024-01-22 00:00:00+00:00,41197.04,5194.67726,41199.6,40969.062,0.0001
2024-01-22 04:00:00+00:00,41043.7,6720.50069,41042.6,51245.971,0.0001
2024-01-22 08:00:00+00:00,40815.99,8780.2842,40809.4,68960.918,0.0001
2024-01-22 12:00:00+00:00,40771.99,9333.27767,40774.7,82368.763,0.0001
2024-01-22 16:00:00+00:00,39820.31,15416.76046,39812.5,137033.009,0.0001
2024-01-22 20:00:00+00:00,39568.02,9980.69883,39567.0,78446.383,0.0001
2024-01-23 00:00:00+00:00,40000.44,4446.81496,40000.1,32689.795,0.0001
2024-01-23 04:00:00+00:00,39780.0,3852.36638,39773.9,25079.661,0.0001
2024-01-23 08:00:00+00:00,38845.56,16327.77748,38850.1,124825.562,0.0001
2024-01-23 12:00:00+00:00,39204.0,14222.94133,39197.4,104576.943,0.0001
2024-01-23 16:00:00+00:00,39148.07,11699.79651,39140.1,79917.657,0.0001
2024-01-23 20:00:00+00:00,39897.6,7406.93685,39890.0,47283.768,0.0001
2024-01-24 00:00:00+00:00,39614.0,7508.24416,39611.2,49456.12,0.0001
2024-01-24 04:00:00+00:00,39981.09,6508.9298,39979.4,31974.054,0.0001
2024-01-24 08:00:00+00:00,40209.34,6433.12337,40195.2,48695.143,0.0001
2024-01-24 12:00:00+00:00,40050.71,8120.72045,40046.7,62130.902,0.0001
2024-01-24 16:00:00+00:00,39803.05,5715.16915,39797.4,43289.491,0.0001
2024-01-24 20:00:00+00:00,40084.88,5007.64168,40078.7,37208.461,0.0001
2024-01-25 00:00:00+00:00,40012.01,3484.6591,40002.8,20040.925,0.0001
2024-01-25 04:00:00+00:00,40130.0,3648.17041,40119.6,21098.349,0.0001
2024-01-25 08:00:00+00:00,40178.07,4623.83661,40165.5,34021.643,0.0001
2024-01-25 12:00:00+00:00,39804.24,8152.9813,39793.6,57869.103,0.0001
2024-01-25 16:00:00+00:00,39989.25,7402.16761,39982.9,48224.544,0.0001
2024-01-25 20:00:00+00:00,39961.09,3710.3035,39953.3,22474.115,0.0001
2024-01-26 00:00:00+00:00,40067.52,3180.57719,40057.0,24692.913,0.0001
2024-01-26 04:00:00+00:00,39969.99,3394.99518,39956.0,19746.788,0.0001
2024-01-26 08:00:00+00:00,41289.52,11523.32786,41272.0,103031.994,0.0001
2024-01-26 12:00:00+00:00,41422.99,12152.14087,41399.8,86189.487,0.0001
2024-01-26 16:00:00+00:00,42064.49,11360.11294,42046.0,85294.135,0.0001
2024-01-26 20:00:00+00:00,41823.51,5773.81322,41806.4,36463.161,0.0001
2024-01-27 00:00:00+00:00,41815.01,2776.36693,41805.2,16504.25,8.966e-05
2024-01-27 04:00:00+00:00,41710.14,2385.06661,41699.1,17412.384,8.966e-05
2024-01-27 08:00:00+00:00,41761.23,3747.33899,41744.7,32118.828,0.0001
2024-01-27 12:00:00+00:00,41814.0,2106.62255,41797.4,15054.687,0.0001
2024-01-27 16:00:00+00:00,41910.47,2256.20513,41896.4,16407.782,8.3e-05
2024-01-27 20:00:00+00:00,42120.63,2952.81646,42102.2,20939.183,8.3e-05
2024-01-28 00:00:00+00:00,42231.83,3931.90769,42210.0,22234.237,0.0001
2024-01-28 04:00:00+00:00,42388.82,7853.89698,42369.9,58552.846,0.0001
2024-01-28 08:00:00+00:00,42471.98,4448.08445,42456.6,30902.798,4.725e-05
2024-01-28 12:00:00+00:00,42258.01,3978.57176,42244.5,30369.168,4.725e-05
2024-01-28 16:00:00+00:00,41785.92,3819.55464,41770.6,35068.296,0.0001
2024-01-28 20:00:00+00:00,42031.06,3262.98286,42021.2,28609.108,0.0001
2024-01-29 00:00:00+00:00,42331.2,3437.68599,42306.4,30700.241,0.0001
2024-01-29 04:00:00+00:00,42053.46,2735.85224,42040.0,21337.912,0.0001
2024-01-29 08:00:00+00:00,42246.95,3204.92588,42233.3,27133.608,9.142e-05
2024-01-29 12:00:00+00:00,42641.75,6763.08424,42623.2,57176.087,9.142e-05
2024-01-29 16:00:00+00:00,42995.99,11314.8288,42986.7,90725.291,0.0001
2024-01-29 20:00:00+00:00,43302.7,4086.36492,43287.7,22428.971,0.0001
2024-01-30 00:00:00+00:00,43519.71,6762.21682,43502.9,48884.945,0.0001
2024-01-30 04:00:00+00:00,43358.25,3352.66111,43346.6,21202.78,0.0001
2024-01-30 08:00:00+00:00,43537.74,4124.1533,43513.4,23711.395,9.492e-05
2024-01-30 12:00:00+00:00,43375.5,9820.25546,43355.5,80242.404,9.492e-05
2024-01-30 16:00:00+00:00,43547.98,5834.15697,43525.1,34144.187,5.149e-05
2024-01-30 20:00:00+00:00,42941.1,7725.8018,42918.3,49397.073,5.149e-05
2024-01-31 00:00:00+00:00,42930.07,4913.47979,42918.0,33334.684,2.154e-05
2024-01-31 04:00:00+00:00,43050.01,2839.50568,43031.6,16041.567,2.154e-05
2024-01-31 08:00:00+00:00,42647.98,6116.23013,42630.2,46489.446,0.0001
2024-01-31 12:00:00+00:00,43361.1,8138.75525,43341.8,75301.219,0.0001
2024-01-31 16:00:00+00:00,43334.64,8260.76136,43316.4,71465.065,0.0001
2024-01-31 20:00:00+00:00,42580.0,9602.40467,42560.5,70437.129,0.0001
2024-02-01 00:00:00+00:00,42015.65,6159.26638,41998.0,51692.193,0.0001
2024-02-01 04:00:00+00:00,42190.16,4812.74817,42182.2,25471.968,0.0001
2024-02-01 08:00:00+00:00,42087.52,4002.75251,42075.9,23431.07,0.0001
2024-02-01 12:00:00+00:00,42516.12,7858.34198,42500.1,75085.797,0.0001
2024-02-01 16:00:00+00:00,43218.94,8083.56904,43206.3,70649.68,0.0001
2024-02-01 20:00:00+00:00,43082.94,4314.36856,43072.6,27990.399,0.0001
2024-02-02 00:00:00+00:00,43037.25,4246.33741,43018.1,26305.244,0.0001
2024-02-02 04:00:00+00:00,43086.89,4064.36047,43076.0,20847.054,0.0001
2024-02-02 08:00:00+00:00,43148.41,4094.76501,43136.8,20151.439,0.0001
2024-02-02 12:00:00+00:00,43242.09,8493.53585,43222.9,72050.288,0.0001
2024-02-02 16:00:00+00:00,43061.97,6362.66369,43044.1,50790.883,0.0001
2024-02-02 20:00:00+00:00,43200.0,2410.48175,43182.0,15622.666,0.0001
2024-02-03 00:00:00+00:00,43173.94,2223.22292,43155.3,17970.113,7.627e-05
2024-02-03 04:00:00+00:00,43053.05,1346.11611,43037.1,10385.215,7.627e-05
2024-02-03 08:00:00+00:00,42995.04,1810.42438,42978.0,13257.767,9.042e-05
2024-02-03 12:00:00+00:00,43119.06,2505.96267,43097.4,18618.511,9.042e-05
2024-02-03 16:00:00+00:00,43061.09,2671.62087,43046.8,20172.048,8.028e-05
2024-02-03 20:00:00+00:00,43011.09,1476.06303,42992.4,9331.566,8.028e-05
2024-02-04 00:00:00+00:00,43027.16,1456.91888,43015.7,9837.114,8.307e-05
2024-02-04 04:00:00+00:00,42845.03,2208.36902,42822.9,18170.104,8.307e-05
2024-02-04 08:00:00+00:00,43060.1,2577.95374,43041.6,18845.925,8.846e-05
2024-02-04 12:00:00+00:00,42943.21,2544.71311,42926.7,18482.552,8.846e-05
2024-02-04 16:00:00+00:00,42636.44,3608.11375,42623.9,23294.154,0.0001
2024-02-04 20:00:00+00:00,42582.88,4670.82554,42570.3,38791.699,0.0001
2024-02-05 00:00:00+00:00,42718.31,3709.0102,42708.0,27676.486,0.0001
2024-02-05 04:00:00+00:00,43071.88,4182.30255,43059.0,34225.188,0.0001
2024-02-05 08:00:00+00:00,43194.08,4074.55774,43180.8,30502.017,0.0001
2024-02-05 12:00:00+00:00,42644.03,8010.04502,42629.7,72798.166,0.0001
2024-02-05 16:00:00+00:00,42765.36,5069.38976,42757.4,40062.466,0.0001
2024-02-05 20:00:00+00:00,42708.7,4422.45378,42692.9,35391.226,0.0001
2024-02-06 00:00:00+00:00,42851.11,2897.16519,42829.8,24494.62,0.0001
2024-02-06 04:00:00+00:00,42890.0,2201.29331,42870.0,18799.089,0.0001
2024-02-06 08:00:00+00:00,42826.96,5579.6774,42814.3,44085.411,6.723e-05
2024-02-06 12:00:00+00:00,43244.89,5949.73363,43232.0,49858.046,6.723e-05
2024-02-06 16:00:00+00:00,43278.78,5091.59374,43261.7,39099.122,0.0001
2024-02-06 20:00:00+00:00,43098.95,2956.39106,43079.1,19821.355,0.0001
2024-02-07 00:00:00+00:00,42800.0,2968.09769,42783.0,20587.882,7.527e-05
2024-02-07 04:00:00+00:00,42918.03,2473.25345,42904.8,17271.048,7.527e-05
2024-02-07 08:00:00+00:00,42928.29,3301.4154,42917.4,26488.098,5.373e-05
2024-02-07 12:00:00+00:00,43071.08,5174.63854,43057.8,44451.179,5.373e-05
2024-02-07 16:00:00+00:00,43615.47,9646.8143,43596.1,65950.629,8.306e-05
2024-02-07 20:00:00+00:00,44349.6,10828.37977,44326.2,77308.872,8.306e-05
2024-02-08 00:00:00+00:00,44540.99,8836.19603,44523.6,57010.272,0.0001
2024-02-08 04:00:00+00:00,44513.24,3474.51592,44500.8,18349.14,0.0001
2024-02-08 08:00:00+00:00,44698.97,5858.27712,44677.9,40028.987,6.535e-05
2024-02-08 12:00:00+00:00,45432.3,11913.40369,45406.3,91951.672,6.535e-05
2024-02-08 16:00:00+00:00,45284.14,8933.58857,45260.1,56549.404,2.59e-05
2024-02-08 20:00:00+00:00,45288.65,6423.64098,45269.1,35848.813,2.59e-05
2024-02-09 00:00:00+00:00,46060.74,9482.53987,46046.5,72986.429,3.16e-05
2024-02-09 04:00:00+00:00,46202.0,6811.23297,46185.1,44347.5,3.16e-05
2024-02-09 08:00:00+00:00,47180.02,11572.91301,47155.9,92742.899,0.0001
2024-02-09 12:00:00+00:00,47159.99,21197.65997,47136.9,162167.146,0.0001
2024-02-09 16:00:00+00:00,47509.48,16961.19039,47486.2,110312.265,9.801e-05
2024-02-09 20:00:00+00:00,47132.77,7477.94479,47116.1,37363.18,9.801e-05
2024-02-10 00:00:00+00:00,47376.62,3901.03702,47366.9,24916.31,8.041e-05
2024-02-10 04:00:00+00:00,47151.72,2155.29282,47130.5,14281.105,8.041e-05
2024-02-10 08:00:00+00:00,47182.0,4546.93534,47172.8,34605.176,0.0001
2024-02-10 12:00:00+00:00,47353.48,3624.87877,47332.0,24261.183,0.0001
2024-02-10 16:00:00+00:00,47531.09,3381.00187,47511.2,26043.207,0.0001
2024-02-10 20:00:00+00:00,47751.09,7193.21354,47732.6,55519.623,0.0001
2024-02-11 00:00:00+00:00,48519.61,6452.94117,48517.1,49007.905,0.0001
2024-02-11 04:00:00+00:00,48179.52,4752.43271,48169.6,36963.858,0.0001
2024-02-11 08:00:00+00:00,48411.71,3906.99024,48403.7,29479.277,0.0001
2024-02-11 12:00:00+00:00,48150.43,5466.21997,48140.8,37614.01,0.0001
2024-02-11 16:00:00+00:00,48284.0,4641.41321,48282.4,30963.158,0.0001
2024-02-11 20:00:00+00:00,48299.99,4738.81107,48303.4,25923.418,0.0001
2024-02-12 00:00:00+00:00,48145.0,7723.68614,48138.6,52738.429,0.0001
2024-02-12 04:00:00+00:00,48203.98,4444.91925,48213.0,35030.414,0.0001
2024-02-12 08:00:00+00:00,47903.03,5444.77082,47906.0,37963.976,0.0001
2024-02-12 12:00:00+00:00,49917.8,16721.55061,49925.4,141835.936,0.0001
2024-02-12 16:00:00+00:00,49532.03,17277.9458,49545.9,135900.154,0.0001
2024-02-12 20:00:00+00:00,49917.27,7397.09443,49943.6,47426.293,0.0001
2024-02-13 00:00:00+00:00,49789.99,6175.21021,49813.8,40575.467,0.0001
2024-02-13 04:00:00+00:00,49983.09,4055.06807,50019.9,23299.694,0.0001
2024-02-13 08:00:00+00:00,49988.12,8824.89385,50004.0,47417.718,0.0001
2024-02-13 12:00:00+00:00,48727.47,19358.47315,48753.1,162559.433,0.0001
2024-02-13 16:00:00+00:00,49036.73,10392.26078,49044.9,68146.465,0.0001
2024-02-13 20:00:00+00:00,49699.59,6745.661,49696.4,40349.308,0.0001
2024-02-14 00:00:00+00:00,49518.61,3206.45301,49524.4,20833.112,0.0001
2024-02-14 04:00:00+00:00,49838.93,3998.92481,49845.0,29061.916,0.0001
2024-02-14 08:00:00+00:00,51555.12,19901.12485,51601.2,146804.756,0.0001
2024-02-14 12:00:00+00:00,51590.0,15434.55068,51616.4,113215.908,0.0001
2024-02-14 16:00:00+00:00,51678.0,8869.42094,51707.5,56012.926,0.00012283
2024-02-14 20:00:00+00:00,51795.17,5635.89972,51823.2,29263.173,0.00012283
2024-02-15 00:00:00+00:00,52343.32,9485.19698,52379.9,75753.234,0.0001
2024-02-15 04:00:00+00:00,51776.61,6158.65559,51802.4,40228.865,0.0001
2024-02-15 08:00:00+00:00,52330.0,6781.21145,52359.1,46926.241,0.0001
2024-02-15 12:00:00+00:00,51948.23,13915.59154,51968.7,116996.891,0.0001
2024-02-15 16:00:00+00:00,52002.01,9258.37794,52022.0,62622.289,0.0001
2024-02-15 20:00:00+00:00,51880.0,8216.99705,51898.5,50197.083,0.0001
2024-02-16 00:00:00+00:00,52280.25,4925.24862,52309.9,31836.617,0.0001
2024-02-16 04:00:00+00:00,51731.99,5910.92632,51786.4,29981.292,0.0001
2024-02-16 08:00:00+00:00,52213.86,8723.49444,52241.1,50737.158,0.0001
2024-02-16 12:00:00+00:00,51888.01,10491.97637,51909.3,87726.02,0.0001
2024-02-16 16:00:00+00:00,51756.29,4781.76179,51780.2,40535.044,0.0001
2024-02-16 20:00:00+00:00,52124.11,2938.84564,52148.6,19003.662,0.0001
2024-02-17 00:00:00+00:00,51968.75,1748.64047,51993.6,12597.447,0.0001
2024-02-17 04:00:00+00:00,51911.33,1813.90033,51933.9,11156.397,0.0001
2024-02-17 08:00:00+00:00,51690.48,3811.13615,51723.7,35256.919,0.0001
2024-02-17 12:00:00+00:00,50984.56,9664.71243,51013.4,93063.831,0.0001
2024-02-17 16:00:00+00:00,51394.43,4387.33024,51428.8,32817.244,0.00016041
2024-02-17 20:00:00+00:00,51642.64,4248.2866,51679.4,37450.167,0.00016041
2024-02-18 00:00:00+00:00,51479.99,3342.20712,51518.0,27895.491,0.0001724
2024-02-18 04:00:00+00:00,51671.1,2668.90841,51703.7,21066.913,0.0001724
2024-02-18 08:00:00+00:00,51832.01,3445.09907,51861.1,28696.465,0.00015305
2024-02-18 12:00:00+00:00,51773.99,3523.91039,51808.9,27165.839,0.00015305
2024-02-18 16:00:00+00:00,51758.12,3340.56645,51791.5,20771.59,0.00017095
2024-02-18 20:00:00+00:00,52137.67,5671.41219,52175.9,41040.128,0.00017095
2024-02-19 00:00:00+00:00,52063.81,4612.31179,52104.0,25668.051,0.00023064
2024-02-19 04:00:00+00:00,52394.04,4434.73522,52423.9,30265.979,0.00023064
2024-02-19 08:00:00+00:00,52336.22,4670.2242,52375.9,30014.308,0.00019594
2024-02-19 12:00:00+00:00,52127.99,5672.19056,52157.5,37244.59,0.00019594
2024-02-19 16:00:00+00:00,51820.61,6367.05864,51851.6,49343.04,0.00013327
2024-02-19 20:00:00+00:00,51774.73,3778.47391,51813.8,23852.01,0.00013327
2024-02-20 00:00:00+00:00,51580.23,5264.00845,51608.9,35595.672,0.00010461
2024-02-20 04:00:00+00:00,51839.28,3718.97659,51869.2,24747.893,0.00010461
2024-02-20 08:00:00+00:00,52286.8,7446.13718,52325.8,54336.122,0.00010912
2024-02-20 12:00:00+00:00,51680.0,17302.62916,51712.7,151276.089,0.00010912
2024-02-20 16:00:00+00:00,52101.11,10418.63903,52131.3,82490.556,0.00020259
2024-02-20 20:00:00+00:00,52258.82,5464.08277,52297.4,40466.732,0.00020259
2024-02-21 00:00:00+00:00,52001.99,3369.43954,52042.5,18699.387,0.0001
2024-02-21 04:00:00+00:00,51568.64,4064.1614,51599.9,35816.397,0.0001
2024-02-21 08:00:00+00:00,50965.53,9380.34826,50988.1,71637.392,0.00011242
2024-02-21 12:00:00+00:00,51156.0,11653.57718,51183.7,85217.852,0.00011242
2024-02-21 16:00:00+00:00,51058.0,7754.08258,51082.0,52037.079,0.0001
2024-02-21 20:00:00+00:00,51849.39,6857.79153,51877.8,44719.194,0.0001
2024-02-22 00:00:00+00:00,51586.1,4685.41723,51612.1,31802.892,0.0001
2024-02-22 04:00:00+00:00,51827.63,4426.10745,51860.6,29514.518,0.0001
2024-02-22 08:00:00+00:00,51622.04,5505.24135,51659.2,38151.534,0.0001348
2024-02-22 12:00:00+00:00,51602.4,8605.10808,51630.0,65259.7,0.0001348
2024-02-22 16:00:00+00:00,51509.99,5304.8486,51547.0,29668.492,0.00012557
2024-02-22 20:00:00+00:00,51288.42,6782.72303,51316.9,49747.511,0.00012557
2024-02-23 00:00:00+00:00,51100.0,4695.56436,51129.7,28843.394,0.0001
2024-02-23 04:00:00+00:00,50915.96,3958.88987,50952.3,26692.668,0.0001
2024-02-23 08:00:00+00:00,51218.95,4762.093,51254.1,33220.181,0.0001
