open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,date
2025-06-01,104544.6,105823.6,103704.1,105583.3,97420.24,2025-06-01 23:59:59.999,10189734693.2765,1959949,48780.478,5102309101.6038,2025-06-01
2025-06-02,105583.3,105900.0,103600.6,105814.3,158252.918,2025-06-02 23:59:59.999,16568774033.5745,2994803,78240.684,8191502071.4922,2025-06-02
2025-06-03,105814.4,106775.0,104822.4,105330.1,139216.007,2025-06-03 23:59:59.999,14728115908.7851,2606908,69730.139,7376563889.4207,2025-06-03
2025-06-04,105330.1,105967.2,104111.7,104641.8,118534.125,2025-06-04 23:59:59.999,12459563151.8403,2227909,58621.741,6162868431.131,2025-06-04
2025-06-05,104641.8,105878.3,100305.1,101458.6,246238.674,2025-06-05 23:59:59.999,25426533952.9847,4120064,117166.339,12100737396.2756,2025-06-05
2025-06-06,101458.7,105283.0,101003.4,104240.0,174300.906,2025-06-06 23:59:59.999,18075103218.6038,2910225,86445.603,8964620452.0324,2025-06-06
2025-06-07,104240.1,105878.3,103800.1,105507.5,79833.173,2025-06-07 23:59:59.999,8393331490.526,1510843,42203.459,4437639700.7316,2025-06-07
2025-06-08,105507.5,106482.6,104927.4,105676.5,75105.104,2025-06-08 23:59:59.999,7939013396.4349,1397725,38745.874,4096542593.3356,2025-06-08
2025-06-09,105676.5,110653.6,105253.2,110227.9,192956.409,2025-06-09 23:59:59.999,20800388814.9273,3206202,103642.886,11174929159.9416,2025-06-09
2025-06-10,110228.0,110367.2,108282.0,110235.4,152216.974,2025-06-10 23:59:59.999,16647654303.5421,2781353,75668.024,8275759237.4893,2025-06-10
2025-06-11,110235.4,110350.0,108001.2,108600.0,134422.321,2025-06-11 23:59:59.999,14691641846.5674,2592990,64951.236,7099898449.8342,2025-06-11
2025-06-12,108600.1,108782.1,105602.0,105609.5,185790.19,2025-06-12 23:59:59.999,19916220925.2797,3320828,88829.222,9526203957.2966,2025-06-12
2025-06-13,105609.4,106141.1,102614.0,106027.3,245935.413,2025-06-13 23:59:59.999,25704797377.6442,4731930,123623.272,12923131340.0448,2025-06-13
2025-06-14,106027.3,106173.6,104225.4,105359.9,79911.57,2025-06-14 23:59:59.999,8391666383.1509,1612153,39484.266,4146393733.0395,2025-06-14
2025-06-15,105359.8,106099.4,104399.9,105534.6,78819.399,2025-06-15 23:59:59.999,8299752647.8676,1615722,39480.384,4157719404.9615,2025-06-15
2025-06-16,105534.7,108900.0,104920.0,106750.1,166813.219,2025-06-16 23:59:59.999,17887208567.0373,3134819,85153.473,9131175475.7972,2025-06-16
2025-06-17,106750.1,107727.4,103300.0,104508.0,226051.863,2025-06-17 23:59:59.999,23808393905.4278,3970409,112258.832,11824212353.6119,2025-06-17
2025-06-18,104508.0,105500.0,103426.1,104832.8,172706.399,2025-06-18 23:59:59.999,18052952724.8775,3219465,86108.275,9001683114.4841,2025-06-18
2025-06-19,104832.8,105185.7,103870.3,104607.1,87710.605,2025-06-19 23:59:59.999,9170655647.4608,1606233,43107.754,4507096083.9664,2025-06-19
2025-06-20,104607.1,106486.2,102255.3,103246.1,199102.135,2025-06-20 23:59:59.999,20795551830.7014,3108911,97416.104,10175736757.0539,2025-06-20
2025-06-21,103246.1,103940.6,100789.9,102079.8,120771.35,2025-06-21 23:59:59.999,12390156115.4865,2033604,58453.589,5997353377.9872,2025-06-21
2025-06-22,102079.8,103362.6,98115.4,100904.7,293562.636,2025-06-22 23:59:59.999,29530840749.9246,4876091,147071.521,14794588601.4875,2025-06-22
2025-06-23,100904.7,106050.0,99547.6,105290.9,297222.041,2025-06-23 23:59:59.999,30424122122.1681,4717211,150465.011,15408831229.477,2025-06-23
2025-06-24,105291.0,106239.0,104570.8,106034.9,144449.887,2025-06-24 23:59:59.999,15211187542.8234,2565480,71801.201,7561432835.249,2025-06-24
2025-06-25,106034.9,108095.7,105755.6,107280.0,159277.823,2025-06-25 23:59:59.999,17055576325.5144,2665403,81148.885,8689450609.2951,2025-06-25
2025-06-26,107280.1,108249.9,106500.0,106913.7,114433.386,2025-06-26 23:59:59.999,12286992617.7236,2181091,56752.074,6094349716.9075,2025-06-26
2025-06-27,106913.8,107686.0,106313.1,107010.7,118637.45,2025-06-27 23:59:59.999,12685404247.2056,2005062,60117.113,6428393390.6014,2025-06-27
2025-06-28,107010.6,107538.0,106767.0,107241.0,35670.419,2025-06-28 23:59:59.999,3824571878.0348,747193,18591.878,1993427515.9144,2025-06-28
2025-06-29,107240.9,108499.0,107112.6,108309.8,79448.325,2025-06-29 23:59:59.999,8563401844.1215,1398904,41552.003,4478823238.7637,2025-06-29
2025-06-30,108309.8,108783.9,106686.4,107087.4,114681.386,2025-06-30 23:59:59.999,12341253790.3646,1865096,55900.03,6016047519.2797,2025-06-30
2025-07-01,107087.3,107499.9,105182.6,105637.9,120434.401,2025-07-01 23:59:59.999,12798966761.0981,2043731,58611.964,6229056079.2177,2025-07-01
2025-07-02,105637.9,109690.4,105010.0,108800.0,177567.261,2025-07-02 23:59:59.999,19179636772.5586,2621458,92413.926,9983565784.4009,2025-07-02
2025-07-03,108800.0,110484.0,108480.6,109545.2,141487.997,2025-07-03 23:59:59.999,15492329480.4931,2342574,73227.889,8018864064.8137,2025-07-03
2025-07-04,109545.1,109732.3,107200.0,107935.4,132305.847,2025-07-04 23:59:59.999,14316422935.2606,1957162,64249.699,6952968511.7135,2025-07-04
2025-07-05,107935.3,108368.1,107688.3,108153.4,36660.948,2025-07-05 23:59:59.999,3960654262.1664,734951,18462.029,1994707258.816,2025-07-05
2025-07-06,108153.4,109684.7,107743.4,109145.8,72388.603,2025-07-06 23:59:59.999,7864421489.3231,1278877,37107.026,4031820476.0809,2025-07-06
2025-07-07,109145.8,109667.3,107456.0,108203.9,106397.578,2025-07-07 23:59:59.999,11536683412.6303,1788546,52139.045,5654097567.2025,2025-07-07
2025-07-08,108203.9,109180.0,107400.0,108873.1,95156.027,2025-07-08 23:59:59.999,10320330229.2738,1658291,47448.078,5146117084.8251,2025-07-08
2025-07-09,108873.2,112036.8,108273.5,111199.9,167834.731,2025-07-09 23:59:59.999,18458201635.8988,2548622,87925.103,9671703908.607,2025-07-09
2025-07-10,111199.8,117500.0,110432.2,115979.2,225570.213,2025-07-10 23:59:59.999,25573716456.3733,3420723,119208.753,13523225525.2489,2025-07-10
2025-07-11,115979.2,118882.8,115186.7,117500.0,199819.357,2025-07-11 23:59:59.999,23468288934.0047,3481508,100784.694,11836216164.3229,2025-07-11
2025-07-12,117500.0,118176.9,116862.4,117389.3,63722.472,2025-07-12 23:59:59.999,7488784312.8489,1330505,31394.033,3689856558.2485,2025-07-12
2025-07-13,117389.4,119655.0,117164.3,119038.3,90052.381,2025-07-13 23:59:59.999,10670541370.9112,1810973,45809.831,5428490991.0878,2025-07-13
2025-07-14,119038.3,123300.0,118862.6,119816.5,221556.12,2025-07-14 23:59:59.999,26804448428.8877,4034670,113834.673,13772358450.5752,2025-07-14
2025-07-15,119816.5,119919.4,115678.1,117738.5,269977.446,2025-07-15 23:59:59.999,31656599892.9497,4738657,131447.5,15412735685.0897,2025-07-15
2025-07-16,117738.6,120100.0,117017.1,118590.7,159165.948,2025-07-16 23:59:59.999,18903224038.5254,3160880,79673.55,9462555225.8789,2025-07-16
2025-07-17,118590.7,120951.5,117412.8,119176.6,164274.401,2025-07-17 23:59:59.999,19529125659.9034,3301670,82532.264,9814512775.7237,2025-07-17
2025-07-18,119176.5,120846.1,116788.9,117896.4,162246.906,2025-07-18 23:59:59.999,19250655213.5986,3368152,78772.03,9348607437.1844,2025-07-18
2025-07-19,117896.5,118456.0,117245.9,117814.4,52531.193,2025-07-19 23:59:59.999,6197160791.5471,1248912,24526.721,2893580595.8702,2025-07-19
2025-07-20,117814.3,118856.6,116370.1,117216.0,82380.582,2025-07-20 23:59:59.999,9710161747.2649,1751382,39522.257,4660078822.8556,2025-07-20
2025-07-21,117216.1,119720.6,116454.1,117330.2,141885.848,2025-07-21 23:59:59.999,16757943321.4359,2862908,69570.765,8219105667.0004,2025-07-21
2025-07-22,117330.2,120300.1,115865.0,119993.7,186832.45,2025-07-22 23:59:59.999,22133221784.4276,3400863,94591.193,11212737632.947,2025-07-22
2025-07-23,119993.7,120146.5,117250.0,118713.5,136986.897,2025-07-23 23:59:59.999,16199890830.6418,2483435,66612.552,7878868556.4179,2025-07-23
2025-07-24,118713.4,119469.9,117050.2,118294.3,137377.613,2025-07-24 23:59:59.999,16275419265.9469,2566930,67494.798,7998311440.3544,2025-07-24
2025-07-25,118294.4,118410.8,114667.3,117583.5,260386.754,2025-07-25 23:59:59.999,30217394710.2149,4482676,123156.442,14294237851.1494,2025-07-25
2025-07-26,117583.4,118300.0,117114.2,117889.2,57218.604,2025-07-26 23:59:59.999,6739341628.4194,1160574,28458.148,3352360848.3219,2025-07-26
2025-07-27,117889.3,119766.0,117800.8,119423.4,75978.959,2025-07-27 23:59:59.999,9021870261.9343,1528886,39269.357,4663033730.9,2025-07-27
2025-07-28,119423.5,119812.0,117388.0,118041.4,106712.329,2025-07-28 23:59:59.999,12646588023.95,2373905,49363.385,5851265071.1647,2025-07-28
2025-07-29,118041.5,119258.7,116923.0,117897.0,115263.463,2025-07-29 23:59:59.999,13605158270.3445,2551661,55053.068,6499896380.2271,2025-07-29
2025-07-30,117897.1,118763.5,115700.0,117771.0,124917.857,2025-07-30 23:59:59.999,14671863277.403,2695165,60858.794,7148296382.1645,2025-07-30
2025-07-31,117771.1,118910.0,115373.9,115697.3,135037.467,2025-07-31 23:59:59.999,15883505625.6346,2653586,64854.642,7632959988.1983,2025-07-31
2025-08-01,115697.3,116000.0,112660.0,113244.8,221282.099,2025-08-01 23:59:59.999,25374879723.7736,4671690,106416.826,12205698734.1429,2025-08-01
2025-08-02,113244.8,114000.0,111910.0,112508.8,102459.448,2025-08-02 23:59:59.999,11582327925.5756,2253136,47169.224,5332165044.5207,2025-08-02
2025-08-03,112508.8,114730.0,111850.0,114150.8,63183.869,2025-08-03 23:59:59.999,7180260356.7661,1586907,31097.096,3534100091.6805,2025-08-03
2025-08-04,114150.9,115686.0,114053.8,115002.1,83328.591,2025-08-04 23:59:59.999,9566449201.0507,2122581,40432.436,4642286424.5996,2025-08-04
2025-08-05,115002.1,115073.3,112582.4,114069.6,119316.428,2025-08-05 23:59:59.999,13578532103.2508,2692070,56631.208,6445877392.1048,2025-08-05
2025-08-06,114069.6,115674.2,113304.5,114941.0,98598.67,2025-08-06 23:59:59.999,11289146520.5982,2207330,48509.767,5554848440.6814,2025-08-06
2025-08-07,114941.0,117580.0,114211.4,117419.9,134409.055,2025-08-07 23:59:59.999,15603976236.9276,2477601,70320.817,8162960433.9132,2025-08-07
2025-08-08,117419.9,117591.8,115850.0,116628.2,89828.611,2025-08-08 23:59:59.999,10476168967.7768,2041990,43852.502,5114363104.0876,2025-08-08
2025-08-09,116628.2,117906.7,116304.0,116422.1,77924.534,2025-08-09 23:59:59.999,9109077804.5382,1513938,40145.588,4693361379.9637,2025-08-09
2025-08-10,116422.1,119291.9,116413.2,119255.3,130331.779,2025-08-10 23:59:59.999,15402998283.6403,2420657,65839.952,7779415999.3612,2025-08-10
2025-08-11,119255.3,122450.0,118050.0,118641.9,217088.254,2025-08-11 23:59:59.999,26140833129.3272,4260404,108472.648,13067526473.9227,2025-08-11
2025-08-12,118641.8,120270.0,118154.3,120081.0,125708.555,2025-08-12 23:59:59.999,14984075258.1463,2609039,62783.535,7485321680.1282,2025-08-12
2025-08-13,120080.9,123715.9,118829.0,123323.9,188073.873,2025-08-13 23:59:59.999,22796282824.2241,3654672,93301.574,11312196562.838,2025-08-13
2025-08-14,123323.9,124545.6,117004.0,118242.2,259801.57,2025-08-14 23:59:59.999,31188419054.0993,4770691,121538.327,14590183740.3054,2025-08-14
2025-08-15,118242.2,119184.0,116736.3,117279.2,120542.357,2025-08-15 23:59:59.999,14214818128.9724,2714933,59281.35,6991379574.4084,2025-08-15
2025-08-16,117279.1,117857.1,117089.7,117329.7,46674.42,2025-08-16 23:59:59.999,5485340879.1925,1042735,22363.887,2628326778.8838,2025-08-16
2025-08-17,117329.8,118558.0,117121.6,117353.8,54386.804,2025-08-17 23:59:59.999,6411151083.0242,1143753,26068.765,3073122879.2602,2025-08-17
2025-08-18,117353.9,117499.4,114605.0,116183.6,147219.779,2025-08-18 23:59:59.999,17039158070.2288,3078165,69088.986,7995299306.2184,2025-08-18
2025-08-19,116183.6,116687.7,112666.6,112824.2,141024.287,2025-08-19 23:59:59.999,16131720046.5887,3133574,67997.774,7778182042.7296,2025-08-19
2025-08-20,112824.1,114569.0,112301.8,114220.5,130522.37,2025-08-20 23:59:59.999,14819274146.3868,2930095,64879.793,7366865522.6261,2025-08-20
2025-08-21,114220.5,114777.0,111944.0,112462.2,96406.356,2025-08-21 23:59:59.999,10907840294.1414,2397213,47004.863,5318559666.8512,2025-08-21
2025-08-22,112462.2,117397.4,111625.9,116897.5,199447.977,2025-08-22 23:59:59.999,22883791440.7028,3835737,99642.896,11432576389.3177,2025-08-22
2025-08-23,116897.5,116988.0,114510.0,115377.1,78419.415,2025-08-23 23:59:59.999,9054235281.6278,1536323,37863.987,4370908825.1067,2025-08-23
2025-08-24,115377.1,115640.0,110484.0,113446.3,133388.002,2025-08-24 23:59:59.999,15148067971.3495,2638475,62689.861,7122684907.1293,2025-08-24
2025-08-25,113446.2,113621.3,109219.8,110064.0,204839.785,2025-08-25 23:59:59.999,22818722034.3374,4182903,97227.324,10831873150.4421,2025-08-25
2025-08-26,110064.1,112330.0,108559.7,111709.9,145041.438,2025-08-26 23:59:59.999,15983443440.8915,3465884,71412.185,7870638924.216,2025-08-26
2025-08-27,111710.0,112568.5,110306.9,111194.9,114205.122,2025-08-27 23:59:59.999,12739237648.6494,2613099,57009.686,6360193223.3745,2025-08-27
2025-08-28,111194.9,113429.0,110811.0,112507.3,97630.277,2025-08-28 23:59:59.999,10988621821.8074,2252826,48243.477,5429943327.6128,2025-08-28
2025-08-29,112507.3,112585.7,107411.4,108332.4,179725.172,2025-08-29 23:59:59.999,19688668760.0572,3720115,85606.138,9377659144.8823,2025-08-29
2025-08-30,108332.4,108879.6,107281.0,108757.9,60656.883,2025-08-30 23:59:59.999,6572709736.3117,1397811,29582.419,3205457675.0864,2025-08-30
2025-08-31,108758.0,109439.9,108021.0,108208.4,70149.546,2025-08-31 23:59:59.999,7626942442.611,1474441,35849.92,3897678579.9297,2025-08-31
