bar_time,perp_open,perp_high,perp_low,perp_close,perp_volume,funding_rate
2024-01-18 23:00:00+00:00,41014.2,41366.4,40673.6,41323.1,73026.057,0.0001
2024-01-19 03:00:00+00:00,41323.2,41372.0,40739.6,41049.8,36295.221,0.0001
2024-01-19 07:00:00+00:00,41049.8,41578.3,41031.3,41282.0,31853.198,0.0001
2024-01-19 11:00:00+00:00,41281.9,41518.4,41132.5,41471.7,27935.207,0.0001
2024-01-19 15:00:00+00:00,41471.7,41493.0,40718.5,40897.0,67750.17,0.0001
2024-01-19 19:00:00+00:00,40897.1,42000.0,40300.0,41818.5,138416.879,0.0001
2024-01-20 03:00:00+00:00,41662.1,41712.0,41458.5,41638.0,18155.851,0.0001
2024-01-20 07:00:00+00:00,41638.1,41781.4,41566.3,41652.4,12915.098,0.0001
2024-01-20 11:00:00+00:00,41652.4,41672.7,41453.6,41583.6,21012.587,0.0001
2024-01-20 19:00:00+00:00,41570.2,41685.0,41522.0,41638.4,10616.752,0.0001
2024-01-20 23:00:00+00:00,41638.4,41883.5,41615.0,41691.8,14886.414,0.0001
2024-01-21 03:00:00+00:00,41691.8,41735.0,41624.6,41677.4,7680.812,0.0001
2024-01-21 07:00:00+00:00,41677.4,41699.9,41544.0,41648.6,6744.413,0.0001
2024-01-21 11:00:00+00:00,41648.5,41826.5,41648.5,41720.9,11294.961,0.0001
2024-01-21 15:00:00+00:00,41720.8,41880.9,41600.0,41652.8,17377.056,0.0001
2024-01-21 19:00:00+00:00,41652.7,41733.0,41516.0,41721.2,11626.497,0.0001
2024-01-21 23:00:00+00:00,41721.2,41820.0,41500.0,41580.0,12311.813,0.0001
2024-01-22 03:00:00+00:00,41579.9,41692.3,41050.5,41199.6,40969.062,0.0001
2024-01-22 07:00:00+00:00,41199.5,41334.9,40666.0,41042.6,51245.971,0.0001
2024-01-22 11:00:00+00:00,41042.7,41050.0,40353.7,40809.4,68960.918,0.0001
2024-01-22 15:00:00+00:00,40809.5,41253.7,40333.0,40774.7,82368.763,0.0001
2024-01-22 19:00:00+00:00,40775.0,40880.1,39402.0,39812.5,137033.009,0.0001
2024-01-22 23:00:00+00:00,39812.6,40360.0,39450.0,39567.0,78446.383,0.0001
2024-01-23 03:00:00+00:00,39567.1,40121.2,39508.0,40000.1,32689.795,0.0001
2024-01-23 07:00:00+00:00,40000.1,40172.7,39656.8,39773.9,25079.661,0.0001
2024-01-23 11:00:00+00:00,39773.9,39862.9,38652.3,38850.1,124825.562,0.0001
2024-01-23 15:00:00+00:00,38850.2,39479.2,38545.0,39197.4,104576.943,0.0001
2024-01-23 19:00:00+00:00,39197.5,39654.2,38925.6,39140.1,79917.657,0.0001
2024-01-23 23:00:00+00:00,39140.1,39898.0,39031.3,39890.0,47283.768,0.0001
2024-01-24 03:00:00+00:00,39889.9,40247.0,39563.8,39611.2,49456.12,0.0001
2024-01-24 07:00:00+00:00,39611.3,40179.7,39550.0,39979.4,31974.054,0.0001
2024-01-24 11:00:00+00:00,39979.5,40560.6,39844.7,40195.2,48695.143,0.0001
2024-01-24 15:00:00+00:00,40195.1,40287.8,39754.4,40046.7,62130.902,0.0001
2024-01-24 19:00:00+00:00,40046.7,40208.4,39602.0,39797.4,43289.491,0.0001
2024-01-24 23:00:00+00:00,39797.4,40171.3,39493.3,40078.7,37208.461,0.0001
2024-01-25 03:00:00+00:00,40078.8,40170.0,39901.0,40002.8,20040.925,0.0001
2024-01-25 07:00:00+00:00,40002.8,40131.9,39778.3,40119.6,21098.349,0.0001
2024-01-25 11:00:00+00:00,40119.6,40300.0,39950.0,40165.5,34021.643,0.0001
2024-01-25 19:00:00+00:00,39793.6,40053.6,39535.3,39982.9,48224.544,0.0001
2024-01-25 23:00:00+00:00,39982.9,39987.2,39630.0,39953.3,22474.115,0.0001
2024-01-26 03:00:00+00:00,39953.3,40250.0,39813.1,40057.0,24692.913,0.0001
2024-01-26 11:00:00+00:00,39956.0,41350.0,39944.7,41272.0,103031.994,0.0001
2024-01-26 15:00:00+00:00,41271.9,41587.3,40890.0,41399.8,86189.487,0.0001
2024-01-26 19:00:00+00:00,41399.8,42187.1,41383.8,42046.0,85294.135,0.0001
2024-01-26 23:00:00+00:00,42046.1,42239.3,41779.2,41806.4,36463.161,0.0001
2024-01-27 03:00:00+00:00,41806.4,41924.0,41681.8,41805.2,16504.25,8.966e-05
2024-01-27 07:00:00+00:00,41805.1,41880.5,41594.0,41699.1,17412.384,8.966e-05
2024-01-27 11:00:00+00:00,41699.0,41786.0,41360.1,41744.7,32118.828,0.0001
2024-01-27 15:00:00+00:00,41744.7,41880.0,41689.3,41797.4,15054.687,0.0001
2024-01-27 19:00:00+00:00,41797.5,41977.0,41727.0,41896.4,16407.782,8.3e-05
2024-01-27 23:00:00+00:00,41896.5,42187.1,41896.4,42102.2,20939.183,8.3e-05
2024-01-28 03:00:00+00:00,42102.2,42236.9,41908.2,42210.0,22234.237,0.0001
2024-01-28 07:00:00+00:00,42210.1,42836.0,42204.0,42369.9,58552.846,0.0001
2024-01-28 11:00:00+00:00,42370.0,42688.0,42301.1,42456.6,30902.798,4.725e-05
2024-01-28 15:00:00+00:00,42456.5,42525.0,42130.0,42244.5,30369.168,4.725e-05
2024-01-28 19:00:00+00:00,42244.5,42340.0,41700.0,41770.6,35068.296,0.0001
2024-01-28 23:00:00+00:00,41770.6,42067.5,41600.0,42021.2,28609.108,0.0001
2024-01-29 03:00:00+00:00,42021.2,42493.0,41865.4,42306.4,30700.241,0.0001
2024-01-29 07:00:00+00:00,42306.5,42326.9,41966.2,42040.0,21337.912,0.0001
2024-01-29 11:00:00+00:00,42040.0,42368.7,41932.9,42233.3,27133.608,0.0001
2024-01-29 19:00:00+00:00,42623.1,43298.0,42495.7,42986.7,90725.291,0.0001
2024-01-29 23:00:00+00:00,42986.8,43340.8,42966.5,43287.7,22428.971,0.0001
2024-01-30 03:00:00+00:00,43287.6,43798.2,43111.3,43502.9,48884.945,0.0001
2024-01-30 07:00:00+00:00,43502.8,43554.1,43238.0,43346.6,21202.78,0.0001
2024-01-30 11:00:00+00:00,43346.7,43548.0,43200.4,43513.4,23711.395,9.492e-05
2024-01-30 15:00:00+00:00,43513.3,43888.0,43092.0,43355.5,80242.404,9.492e-05
2024-01-30 19:00:00+00:00,43355.4,43584.1,43197.7,43525.1,34144.187,9.492e-05
2024-01-31 03:00:00+00:00,42918.3,43090.0,42634.3,42918.0,33334.684,2.154e-05
2024-01-31 07:00:00+00:00,42918.1,43075.7,42854.7,43031.6,16041.567,2.154e-05
2024-01-31 11:00:00+00:00,43031.5,43077.0,42341.0,42630.2,46489.446,0.0001
2024-01-31 15:00:00+00:00,42630.2,43460.0,42503.3,43341.8,75301.219,0.0001
2024-01-31 19:00:00+00:00,43341.9,43748.6,43022.3,43316.4,71465.065,0.0001
2024-01-31 23:00:00+00:00,43316.3,43348.9,42257.6,42560.5,70437.129,0.0001
2024-02-01 03:00:00+00:00,42560.5,42674.9,41866.8,41998.0,51692.193,0.0001
2024-02-01 07:00:00+00:00,41998.0,42292.1,41877.0,42182.2,25471.968,0.0001
2024-02-01 11:00:00+00:00,42182.3,42323.6,42028.8,42075.9,23431.07,0.0001
2024-02-01 15:00:00+00:00,42075.8,42936.6,41926.3,42500.1,75085.797,0.0001
2024-02-01 19:00:00+00:00,42500.0,43288.0,42350.0,43206.3,70649.68,0.0001
2024-02-02 03:00:00+00:00,43072.6,43430.0,43005.6,43018.1,26305.244,0.0001
2024-02-02 07:00:00+00:00,43018.0,43262.9,42926.4,43076.0,20847.054,0.0001
2024-02-02 11:00:00+00:00,43076.0,43191.0,42923.1,43136.8,20151.439,0.0001
2024-02-02 15:00:00+00:00,43136.9,43250.0,42512.7,43222.9,72050.288,0.0001
2024-02-02 19:00:00+00:00,43222.9,43480.0,42756.1,43044.1,50790.883,0.0001
2024-02-02 23:00:00+00:00,43044.2,43221.0,42877.0,43182.0,15622.666,0.0001
2024-02-03 03:00:00+00:00,43182.0,43372.2,43119.2,43155.3,17970.113,7.627e-05
2024-02-03 07:00:00+00:00,43155.3,43207.0,43017.0,43037.1,10385.215,7.627e-05
2024-02-03 11:00:00+00:00,43037.1,43110.3,42950.6,42978.0,13257.767,9.042e-05
2024-02-03 15:00:00+00:00,42977.9,43181.3,42858.3,43097.4,18618.511,9.042e-05
2024-02-03 19:00:00+00:00,43097.5,43264.3,43000.0,43046.8,20172.048,9.042e-05
2024-02-04 03:00:00+00:00,42992.4,43055.0,42871.5,43015.7,9837.114,8.307e-05
2024-02-04 07:00:00+00:00,43015.7,43018.7,42702.4,42822.9,18170.104,8.307e-05
2024-02-04 11:00:00+00:00,42822.8,43112.1,42721.8,43041.6,18845.925,8.307e-05
2024-02-04 19:00:00+00:00,42926.7,42960.0,42550.0,42623.9,23294.154,0.0001
2024-02-04 23:00:00+00:00,42623.9,42977.2,42176.7,42570.3,38791.699,0.0001
2024-02-05 03:00:00+00:00,42570.3,42722.0,42235.1,42708.0,27676.486,0.0001
2024-02-05 07:00:00+00:00,42707.9,43168.4,42622.8,43059.0,34225.188,0.0001
2024-02-05 11:00:00+00:00,43058.9,43264.2,42936.0,43180.8,30502.017,0.0001
2024-02-05 15:00:00+00:00,43180.8,43580.0,42580.0,42629.7,72798.166,0.0001
2024-02-05 19:00:00+00:00,42629.7,42873.2,42470.2,42757.4,40062.466,0.0001
2024-02-05 23:00:00+00:00,42757.4,42789.1,42311.2,42692.9,35391.226,0.0001
2024-02-06 03:00:00+00:00,42692.9,42941.1,42559.8,42829.8,24494.62,0.0001
2024-02-06 07:00:00+00:00,42829.9,42911.0,42634.1,42870.0,18799.089,0.0001
2024-02-06 11:00:00+00:00,42870.0,43110.0,42650.7,42814.3,44085.411,0.0001
2024-02-06 19:00:00+00:00,43232.0,43378.8,42980.8,43261.7,39099.122,0.0001
2024-02-06 23:00:00+00:00,43261.7,43312.3,43000.2,43079.1,19821.355,0.0001
2024-02-07 03:00:00+00:00,43079.1,43179.6,42763.4,42783.0,20587.882,7.527e-05
2024-02-07 07:00:00+00:00,42783.1,43035.7,42775.0,42904.8,17271.048,7.527e-05
2024-02-07 11:00:00+00:00,42904.9,43191.2,42813.6,42917.4,26488.098,5.373e-05
2024-02-07 15:00:00+00:00,42917.3,43314.9,42864.8,43057.8,44451.179,5.373e-05
2024-02-07 19:00:00+00:00,43057.7,43708.2,42992.2,43596.1,65950.629,8.306e-05
2024-02-07 23:00:00+00:00,43596.2,44388.0,43596.1,44326.2,77308.872,8.306e-05
2024-02-08 03:00:00+00:00,44326.3,44795.1,44306.8,44523.6,57010.272,0.0001
2024-02-08 07:00:00+00:00,44523.5,44618.8,44405.0,44500.8,18349.14,0.0001
2024-02-08 11:00:00+00:00,44500.8,44884.3,44496.5,44677.9,40028.987,6.535e-05
2024-02-08 15:00:00+00:00,44677.9,45450.0,44580.4,45406.3,91951.672,6.535e-05
2024-02-08 19:00:00+00:00,45406.4,45488.0,44878.0,45260.1,56549.404,2.59e-05
2024-02-08 23:00:00+00:00,45260.2,45600.0,45200.0,45269.1,35848.813,2.59e-05
2024-02-09 03:00:00+00:00,45269.2,46444.0,45218.1,46046.5,72986.429,3.16e-05
2024-02-09 07:00:00+00:00,46046.5,46424.4,45830.1,46185.1,44347.5,3.16e-05
2024-02-09 11:00:00+00:00,46185.1,47290.0,46183.4,47155.9,92742.899,0.0001
2024-02-09 15:00:00+00:00,47155.9,47699.5,46638.6,47136.9,162167.146,0.0001
2024-02-09 19:00:00+00:00,47137.0,48230.3,47110.3,47486.2,110312.265,0.0001
2024-02-10 11:00:00+00:00,47130.6,47258.3,46836.4,47172.8,34605.176,0.0001
2024-02-10 15:00:00+00:00,47172.7,47377.0,47083.8,47332.0,24261.183,0.0001
2024-02-10 19:00:00+00:00,47331.9,47650.0,47139.0,47511.2,26043.207,0.0001
2024-02-10 23:00:00+00:00,47511.3,48189.6,47436.9,47732.6,55519.623,0.0001
2024-02-11 03:00:00+00:00,47732.6,48571.4,47539.4,48517.1,49007.905,0.0001
2024-02-11 07:00:00+00:00,48517.6,48600.0,48048.2,48169.6,36963.858,0.0001
2024-02-11 11:00:00+00:00,48169.5,48439.5,47912.1,48403.7,29479.277,0.0001
2024-02-11 19:00:00+00:00,48140.7,48401.1,47938.0,48282.4,30963.158,0.0001
2024-02-11 23:00:00+00:00,48282.3,48379.9,47961.0,48303.4,25923.418,0.0001
2024-02-12 03:00:00+00:00,48303.4,48846.0,48001.0,48138.6,52738.429,0.0001
2024-02-12 07:00:00+00:00,48138.7,48389.6,47702.0,48213.0,35030.414,0.0001
2024-02-12 11:00:00+00:00,48213.0,48323.1,47711.0,47906.0,37963.976,0.0001
2024-02-12 15:00:00+00:00,47905.9,49965.3,47841.6,49925.4,141835.936,0.0001
2024-02-12 19:00:00+00:00,49925.5,50413.2,49411.6,49545.9,135900.154,0.0001
2024-02-12 23:00:00+00:00,49545.9,50293.9,49545.8,49943.6,47426.293,0.0001
2024-02-13 03:00:00+00:00,49943.6,50428.8,49754.4,49813.8,40575.467,0.0001
2024-02-13 07:00:00+00:00,49813.9,50143.6,49810.0,50019.9,23299.694,0.0001
2024-02-13 11:00:00+00:00,50019.8,50290.0,49651.0,50004.0,47417.718,0.0001
2024-02-13 15:00:00+00:00,50003.9,50009.3,48356.0,48753.1,162559.433,0.0001
2024-02-13 19:00:00+00:00,48753.2,49279.3,48301.0,49044.9,68146.465,0.0001
2024-02-13 23:00:00+00:00,49045.0,49783.5,49016.2,49696.4,40349.308,0.0001
2024-02-14 03:00:00+00:00,49696.4,49717.3,49320.9,49524.4,20833.112,0.0001
2024-02-14 07:00:00+00:00,49524.5,49900.0,49215.7,49845.0,29061.916,0.0001
2024-02-14 11:00:00+00:00,49844.9,51829.1,49742.4,51601.2,146804.756,0.0001
2024-02-14 15:00:00+00:00,51601.1,52100.0,51302.0,51616.4,113215.908,0.0001
2024-02-14 19:00:00+00:00,51616.5,51777.0,51217.7,51707.5,56012.926,0.00012283
2024-02-14 23:00:00+00:00,51707.5,51924.7,51483.0,51823.2,29263.173,0.00012283
2024-02-15 03:00:00+00:00,51823.1,52568.3,51732.6,52379.9,75753.234,0.0001
2024-02-15 07:00:00+00:00,52379.9,52400.1,51651.0,51802.4,40228.865,0.0001
2024-02-15 11:00:00+00:00,51802.5,52549.5,51666.0,52359.1,46926.241,0.0001
2024-02-15 15:00:00+00:00,52359.0,52859.0,51750.0,51968.7,116996.891,0.0001
2024-02-15 19:00:00+00:00,51968.6,52419.1,51658.0,52022.0,62622.289,0.0001
2024-02-15 23:00:00+00:00,52022.1,52035.3,51334.9,51898.5,50197.083,0.0001
2024-02-16 03:00:00+00:00,51898.4,52376.1,51824.5,52309.9,31836.617,0.0001
2024-02-16 07:00:00+00:00,52309.8,52372.6,51758.0,51786.4,29981.292,0.0001
2024-02-16 11:00:00+00:00,51786.4,52470.6,51611.7,52241.1,50737.158,0.0001
2024-02-16 15:00:00+00:00,52241.2,52623.0,51623.2,51909.3,87726.02,0.0001
2024-02-16 19:00:00+00:00,51909.2,52284.3,51665.4,51780.2,40535.044,0.0001
2024-02-16 23:00:00+00:00,51780.2,52245.1,51697.3,52148.6,19003.662,0.0001
2024-02-17 03:00:00+00:00,52148.7,52192.8,51870.0,51993.6,12597.447,0.0001
2024-02-17 07:00:00+00:00,51993.6,52093.2,51811.0,51933.9,11156.397,0.0001
2024-02-17 11:00:00+00:00,51933.9,51934.0,51521.4,51723.7,35256.919,0.0001
2024-02-17 15:00:00+00:00,51723.7,51777.0,50647.5,51013.4,93063.831,0.0001
2024-02-17 19:00:00+00:00,51013.4,51482.4,50770.8,51428.8,32817.244,0.00016041
2024-02-17 23:00:00+00:00,51428.2,52109.0,51331.0,51679.4,37450.167,0.00016041
2024-02-18 03:00:00+00:00,51679.5,51841.4,51178.0,51518.0,27895.491,0.0001724
2024-02-18 07:00:00+00:00,51518.0,51785.2,51435.1,51703.7,21066.913,0.0001724
2024-02-18 11:00:00+00:00,51703.7,52107.3,51677.5,51861.1,28696.465,0.00015305
2024-02-18 15:00:00+00:00,51861.1,51985.9,51563.3,51808.9,27165.839,0.00015305
2024-02-18 19:00:00+00:00,51809.0,52013.5,51670.1,51791.5,20771.59,0.00017095
2024-02-18 23:00:00+00:00,51791.6,52450.0,51616.5,52175.9,41040.128,0.00017095
2024-02-19 03:00:00+00:00,52175.9,52490.0,51933.1,52104.0,25668.051,0.00023064
2024-02-19 07:00:00+00:00,52104.0,52532.9,52023.4,52423.9,30265.979,0.00023064
2024-02-19 11:00:00+00:00,52424.0,52495.0,52088.7,52375.9,30014.308,0.00019594
2024-02-19 15:00:00+00:00,52375.9,52509.1,52051.0,52157.5,37244.59,0.00019594
2024-02-19 19:00:00+00:00,52157.5,52270.0,51688.8,51851.6,49343.04,0.00013327
2024-02-19 23:00:00+00:00,51851.6,52148.6,51722.0,51813.8,23852.01,0.00013327
2024-02-20 03:00:00+00:00,51813.7,51872.2,51330.5,51608.9,35595.672,0.00010461
2024-02-20 07:00:00+00:00,51608.8,52077.0,51533.1,51869.2,24747.893,0.00010461
2024-02-20 11:00:00+00:00,51869.2,52443.7,51584.9,52325.8,54336.122,0.00010912
2024-02-20 15:00:00+00:00,52325.9,53090.9,51367.6,51712.7,151276.089,0.00010912
2024-02-20 19:00:00+00:00,51712.7,52166.2,50788.0,52131.3,82490.556,0.00020259
2024-02-20 23:00:00+00:00,52131.2,52561.8,51918.0,52297.4,40466.732,0.00020259
2024-02-21 03:00:00+00:00,52297.3,52402.3,52021.0,52042.5,18699.387,0.0001
2024-02-21 07:00:00+00:00,52042.4,52155.1,51510.0,51599.9,35816.397,0.0001
2024-02-21 11:00:00+00:00,51599.9,51835.6,50826.2,50988.1,71637.392,0.00011242
2024-02-21 15:00:00+00:00,50988.2,51468.0,50528.4,51183.7,85217.852,0.00011242
2024-02-21 19:00:00+00:00,51183.6,51459.5,50663.0,51082.0,52037.079,0.0001
2024-02-21 23:00:00+00:00,51081.9,51991.2,50884.3,51877.8,44719.194,0.0001
2024-02-22 03:00:00+00:00,51877.9,51911.6,51176.8,51612.1,31802.892,0.0001
2024-02-22 19:00:00+00:00,51630.0,51785.8,51424.0,51547.0,29668.492,0.00012557
2024-02-22 23:00:00+00:00,51546.9,52130.8,51203.7,51316.9,49747.511,0.00012557
2024-02-23 03:00:00+00:00,51316.9,51576.3,50989.9,51129.7,28843.394,0.0001
2024-02-23 07:00:00+00:00,51129.8,51352.6,50900.2,50952.3,26692.668,0.0001
2024-02-23 11:00:00+00:00,50952.3,51300.0,50862.3,51254.1,33220.181,0.0001
